parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group
b2 total,FACS,293,288,11.845051200498009,0.06309884638062722,0.018279601817110684,0.03359933365481886,11.71633525778223,0.07636126607724007,0.08120733344232976,0.05634084166884357,0.1287159427158397,0.06739552845566828,0.05673736697753767,-0.06292773162520418,0.06428618341470448,0.32812987949940053,0.3118801,0.569376900655203,0.0710051476125816,0.7375941203718104,Immunology,B cells
cd24+ cd4 t cells,Immunophenotyping,74,77,7.186629568197721,0.2029629019768088,0.04913900916507505,0.09402383911227452,7.08206738515795,0.19968450806200547,-0.11134004007093878,0.08498947059360175,0.10456218303956216,0.0887163299877842,0.2408842677691245,0.16047904923585876,0.083911411915599,0.05819791911475003,0.28261773,0.31010403671605746,0.09489420377729595,0.9554532212097315,Immunology,cd4 t
cd24+ cd8 t cells,Immunophenotyping,74,77,7.362102893699595,0.17121544993049884,0.055175253569737674,0.09799218059031321,7.25676948775242,0.16695337637000157,-0.0651071322766797,0.08847109004219533,0.10533340594709038,0.09199061370893957,0.25446905639228273,0.1202823858463435,0.0871579319142989,0.1701366855199921,0.29597591,0.3209977044049007,0.08355427964460896,0.9252060003342698,Immunology,cd4 t
cd4 cd25- nkt cells,Immunophenotyping,546,539,7.272676559128736,0.3180728485525763,0.037338605688673726,0.04163813534066592,6.987781015856883,0.31799424829088496,-0.0090359005226065409,0.03828799757539137,0.2848955432717239,0.040053131931157906,2.3758611859881047e-12,0.046374506203600376,0.03969726324062011,0.2430452015017706,0.35554522,0.37279373625877477,0.1409976471144744,0.9225608630283847,Immunology,cd4 nkt
cd4 cd25- t cells,Immunophenotyping,686,685,10.491159123985838,0.15775946300527624,-0.036880749507515166,0.020257003932756975,10.51624630107709,0.15768813670053755,-0.01209536880875228,0.020198026332647726,-0.025087177144519225,0.02789144167790131,0.3686096890313789,-0.02478538069691697,0.024562255737047352,0.31316076221640166,0.2641841624,0.33323825648796307,0.03358666851726953,0.857916249977748,Immunology,cd4 t
cd4 cd25+ nkt cells,Immunophenotyping,612,608,3.9963735551271564,0.4216493487681712,0.04327226579274559,0.037448430279271666,3.8676080002219746,0.42145229306887294,-3.2608259239120336e-4,0.03404831248157776,0.1287655549239924,0.04286507056771225,0.002734298131263855,0.043598348385661845,0.040850316410840984,0.286119305679279,0.42144658,0.4117175927226231,0.039963623013035736,0.9488729822138884,Immunology,cd4 nkt
cd4 cd25+ t cells,Immunophenotyping,686,685,8.136383862269968,0.32759284153344875,0.006661580234564736,0.03069383139211217,8.197767015516664,0.3275679794752136,-0.04986570746834802,0.0330466849491722,-0.061383153276031645,0.03392577501072058,0.07067714801260784,0.05652728770083365,0.03137435190821454,0.07187133691348886,0.29311306,0.41315942695436164,0.026255517640274034,0.9452919073724665,Immunology,cd4 t
cd4 cd44-cd62l- t cells,Immunophenotyping,447,444,7.671768446487791,0.5717066773514611,-0.010997695242837923,0.04269979868155076,7.662862795908129,0.5719739171445865,0.025034871403885366,0.04473091860588036,0.008905650595026413,0.052104385246737925,0.8643373903796862,-0.03603256666345005,0.05002893790333815,0.4716252458311426,0.3907268159562117,0.5231237,0.012206116908872454,0.9465219705998337,Immunology,cd4 t
cd4 cd44-cd62l+ nkt cells,Immunophenotyping,686,685,2.760884360610779,0.5321785333113911,0.04616376715445875,0.07830623189258122,2.6312706712402556,0.5318860497617673,-0.054829444650587054,0.07881635075054155,0.12961369228170408,0.04653109887303713,0.005437715013754427,0.10099321150904066,0.04482619553723667,0.0244598446659511,0.45042965,0.5100076824518754,0.0483451464368392,0.9516502393727192,Immunology,cd4 nkt
cd4 cd44+cd62l- nkt cells,Immunophenotyping,686,685,6.985893178204112,0.2947942614047141,0.04023890998411646,0.037863098871998555,6.670490028935573,0.29442565234909046,-0.04163047384548204,0.03690001815701271,0.31540314928174545,0.03907770459513663,1.846482062611616e-15,0.08186938383227856,0.03621649767010149,0.02398561987937531,0.39186833,0.41752544822456866,0.1471127352639997,0.9294685991603192,Immunology,cd4 nkt
cd4 cd44+cd62l- t cells,Immunophenotyping,686,685,9.241388898480277,0.19222858480292432,-0.028832052574492863,0.021690709476150434,9.242174732778436,0.19210557975846299,-0.004076486740248249,0.021363204071783985,-7.858343062112628e-4,0.028773769498851486,0.9782169076810349,-0.02475556584515121,0.025474081408962554,0.33137091284236364,0.275720759,0.3347470863919646,0.026312591282857126,0.8922578621378181,Immunology,cd4 t
cd4 cd44+cd62l+ nkt cells,Immunophenotyping,686,685,4.95621983234148,0.5106608165838986,0.02254853526738094,0.032907236887659695,4.8806872589061365,0.5103895450718182,-0.010414527476332916,0.029858452591587686,0.0755325729452916,0.036130627789954205,0.036802968904246745,0.03296306278397056,0.03324539582502749,0.32166027791175256,0.38909301,0.3579998774001407,0.025350780180955778,0.963239704751549,Immunology,cd4 nkt
cd4 cd44+cd62l+ t cells,Immunophenotyping,591,594,9.20421738351771,0.5476361871852057,-0.0456146923010344,0.0313632630280363,9.26079853210167,0.547420480940904,-0.033114507976720484,0.03246369196227809,-0.056581145945534414,0.03724534987917983,0.12906694341934724,-0.012500184312640392,0.03398713551940212,0.7131126518254776,0.3272538816,0.41124344511908345,0.023543507652726725,0.959286861899896,Immunology,cd4 t
cd4 effector,FACS,300,298,9.496092982271158,0.04054012615166773,0.08478973406288465,0.03233309395976481,9.196989510816778,0.053538986917304715,0.07129073363752614,0.04839472397269557,0.29910347145443583,0.05918967836200213,6.084034597375102e-7,0.01349900042537095,0.05728604242338769,0.813806161362762,0.3184624,0.50955188173071575,0.21497747099293163,0.5258579853323625,Immunology,cd4 t
cd4 nkt cells,Immunophenotyping,689,688,7.2734872685791725,0.2481184740812918,0.028091987473326897,0.034942951598910775,7.006633097455507,0.24778036847626972,-0.026185207018003906,0.03431074964017498,0.2668541671066059,0.03539389111302947,9.945330823065406e-14,0.05427718807489401,0.0329428833487414,0.09972178016419442,0.35553,0.38260709589921743,0.1475332032863145,0.9140390923815942,Immunology,cd4 nkt
cd4 resting/naive,FACS,300,298,10.127442893266762,0.05677843463889927,0.023421396149393495,0.04234626249002182,9.988442346081612,0.06458933524551988,0.039549713871703196,0.05358872765447359,0.13900054727804048,0.06986930391249972,0.04719307155293888,-0.016128317661035018,0.06688149015796355,0.8095387135391482,0.4159304,0.54794441773321,0.08692204635805946,0.5941274258588101,Immunology,cd4 t
cd4 t cells,Immunophenotyping,689,688,10.660265603797118,0.14962416393371097,-0.028213508056462906,0.0199172223942183,10.688977305756154,0.14956088390683964,-0.015895216135025318,0.01993607734475829,-0.028711701966942078,0.027490620324600503,0.29652504612851915,-0.012318291921025468,0.02424582226489466,0.611515899167147,0.2616241,0.3308123683285471,0.028563618139082068,0.8437951892773572,Immunology,cd4 t
cd4 t cells total,FACS,300,298,10.866094081008118,0.04054264653873923,0.04354679630123989,0.029179835118563174,10.696849379834832,0.047455078875493086,0.05353504420437593,0.0391536753528744,0.1692447011891121,0.04995024937481035,7.584275943598687e-4,-0.009988247889187726,0.04782838000326115,0.834661288973539,0.284159,0.40175215402006365,0.13426868386003435,0.615813009406719,Immunology,cd4 t
cd44+ t-regs,Immunophenotyping,74,77,6.414289936146716,0.34640847372911654,0.07882462028093838,0.09723358989200732,6.44323989900805,0.3446804361722147,-0.011820750675946063,0.08910124101659542,-0.028949962861366092,0.09379898235020469,0.7581318132213848,0.09064537095682389,0.08842551879118378,0.30737602986259854,0.28922689,0.3366368575949083,0.02890924712944803,0.9844957585586639,Immunology,cd44+ t-regs
cd62l+ t-regs,Immunophenotyping,74,77,6.4180336136666165,0.28124955364577053,-0.09022632804331647,0.09863110437370202,6.649783352431643,0.27843200895416303,-0.11946618573595934,0.08855450542142823,-0.23174973876505758,0.09240340962885447,0.013476386918502531,0.02923985769261184,0.08739904211070706,0.7385442181965585,0.29650117,0.31828774256165027,0.05687619476803095,0.9768146167435191,Immunology,cd62l+ t-regs
cd8 cd25- nkt cells,Immunophenotyping,610,606,6.053620199135066,0.35539746809030925,0.004482336320673921,0.03838277133318801,6.062524757289476,0.35526955076989003,0.01710379830847845,0.0370775006091021,-0.008904558892219057,0.03351814071469727,0.790555611760259,-0.012621461808867558,0.032376756878257695,0.6967487537270269,0.316620392,0.33301370824221177,0.01403535593387725,0.9542403696458802,Immunology,cd8 nkt
cd8 cd25- t cells,Immunophenotyping,612,608,10.389971697064974,0.1994955916303293,-0.005057245183465493,0.02170085949689197,10.402179705538346,0.19963281213069395,-0.014760075376313388,0.022796600503721266,-0.012208008476285906,0.030706962779725122,0.691039832738627,0.009702830142504889,0.028850124163065552,0.7367045920989671,0.2721457,0.34747540410713307,0.012935389924687518,0.8662365483067325,Immunology,cd8 t
cd8 cd25+ nkt cells,Immunophenotyping,610,606,2.1729061507784295,0.304619712053837,0.040746981153555434,0.04357638780671697,2.2504351416679946,0.3039231088631638,0.0014501733176646265,0.03800937917635467,-0.07752899072008522,0.0557825515537974,0.164901451903709,0.039296807898298904,0.052295389078677125,0.452574066053145,0.5628468101,0.5328868246346,0.04616712654619415,0.8974238152334976,Immunology,cd8 nkt
cd8 cd44-cd62l- t cells,Immunophenotyping,559,558,7.5011501472467,0.4656408387197843,-0.05744852186508628,0.03537327122142667,7.500853957103575,0.4654813818050356,-0.025102248918551114,0.03422148173833215,2.961901160237717e-4,0.04743894956844753,0.99501978349237,-0.032346272946050816,0.04201485133496311,0.4415812885644165,0.4137371002,0.5057116604870678,0.03154094334219609,0.9423880364830265,Immunology,cd8 t
cd8 cd44-cd62l+ t cells,Immunophenotyping,686,685,9.579601925577277,0.27374326456930737,-0.011578507957072586,0.02293958157596357,9.585477049645869,0.2736436382351507,-0.033661121638382765,0.022706505948935675,-0.005875124778630494,0.031225458624554045,0.8507931035366451,0.022082613655555777,0.027346736945487175,0.41955400904488704,0.28890206,0.36557898556090945,0.024645897668312416,0.9395191742273977,Immunology,cd8 t
cd8 cd44+cd62l- t cells,Immunophenotyping,686,685,7.401475775454534,0.24257250575174424,-0.009342294407614535,0.02887693001629736,7.423050680787924,0.24238938183360384,0.003160559805750537,0.029014562496702836,-0.021574905372874813,0.03414380870846051,0.5275970585894074,-0.012502854217408526,0.031133696150293044,0.6880683857949834,0.3288251541,0.38969724548075557,0.010740466479979149,0.9028876919922108,Immunology,cd8 t
cd8 cd44+cd62l+ nkt cells,Immunophenotyping,684,683,5.599667267924684,0.36906669519371943,0.006995884311647425,0.04089291556790793,5.670433544598894,0.3688090208368967,-0.008735739906546356,0.040307224935189574,-0.07076627481920106,0.03438506850841139,0.039825755118932556,0.015731624145352747,0.03252680272807634,0.6287319972859959,0.34756109,0.3595268318421193,0.029796169625930045,0.9556697465679617,Immunology,cd8 nkt
cd8 cd44+cd62l+ t cells,Immunophenotyping,686,685,9.016644841534674,0.2236296281209939,0.008033932224537911,0.02630779366112369,9.044268722111573,0.22349671632421067,0.012018823953761628,0.02671019475231405,-0.027623880546111593,0.030499251615276484,0.36528475243090663,-0.003984891724691638,0.027901125003739143,0.8864575293675738,0.28881638,0.3512879416562642,0.027209459008628256,0.9105327811291697,Immunology,cd8 t
cd8 effector,FACS,300,298,7.349443591994805,0.05624145192202398,0.04143757934102162,0.03717437313290448,7.209365280661023,0.06454180168866226,0.080671582871769107,0.05024203488507503,0.1400783113439061,0.06407764753728051,0.029269688411313274,-0.03923400351254565,0.06112726853968237,0.5212680550621344,0.3585878,0.5120033169011006,0.08546620540010115,0.67108003698459,Immunology,cd8 t
cd8 naive,FACS,300,298,10.05409245021168,0.0716774276203732,0.0182919163604155,0.052320646195493654,9.90168990218863,0.08281720289945345,0.05497106061299734,0.06839780631735266,0.15240254802499376,0.08809673682446933,0.08425221581713377,-0.036679144249980485,0.08433079816476995,0.6637895135767236,0.5113149,0.700552969713777,0.07672668916355257,0.5929039607875428,Immunology,cd8 t
cd8 nkt cells,Immunophenotyping,687,686,6.0249622220373835,0.2916676158551488,0.024979836068073576,0.03433038858480701,6.061990884308314,0.2914317631308425,-0.0059063522457740375,0.03399542527488142,-0.037028662140399515,0.031912347546071945,0.24617335177606822,0.03088618782849934,0.02989646080313867,0.3017859715452493,0.3168397816,0.3431003743296464,0.028277870822955086,0.9434453606518463,Immunology,cd8 nkt
cd8 resting,FACS,300,298,8.882697498096196,0.0625541713906942,0.027610037925503084,0.04712084258677684,8.844427607263455,0.06982019844483703,0.11073394899772344,0.05772716534628919,0.038269890832695115,0.07625527427301455,0.6159813037360009,-0.08312391107220271,0.07294696600911656,0.2550311234628559,0.4644633,0.5884540687803096,0.08816935137318427,0.5863870699767826,Immunology,cd8 t
cd8 t cells,Immunophenotyping,689,688,10.338909187903488,0.17026400432363933,-0.012368898088446495,0.02069594025025633,10.351741753945102,0.1701703513105123,-0.01768069313223446,0.020631187810600696,-0.012832566145539511,0.027752507564311565,0.6438923751658467,0.005311794956800069,0.024620990351588462,0.8292290654160991,0.2664379233,0.32913648495748055,0.022952262021286692,0.8659405407901581,Immunology,cd8 t
cd8 t cells total,FACS,300,298,10.466285524489514,0.04261577507059766,0.02280124769953036,0.03143855822104346,10.313695375636751,0.05655456005292807,0.07390687614815536,0.04968165029289818,0.15259014885274413,0.05990087311027134,0.011149531903877626,-0.05110562844864238,0.057810958101105876,0.37711078769382556,0.3042686,0.5210246544512561,0.11053334744855599,0.5370234928152591,Immunology,cd8 t
cdc cd11b type,FACS,186,180,8.304000006527968,0.08316242126775954,0.04747074735001045,0.03720630550937876,8.272448305868682,0.09180301952015854,0.004439301337119088,0.05415084483243648,0.03155170065924122,0.07045000753339298,0.6545684718754292,0.04303144601285929,0.06478589153628915,0.5070511463698018,0.2736622,0.39105112194743785,0.03669460715952489,0.8497993626405069,Immunology,cdcs
cdc cd8a type,FACS,186,180,8.56155930628275,0.13659809464096287,0.03582643825386401,0.05504587612676632,8.442707586862634,0.14452395921969247,0.01267511244565959,0.07266088000136184,0.11885171942014727,0.09815743763582273,0.22688683130539833,0.023151325808215037,0.08975758826743616,0.7966313310984021,0.40664,0.5192868916308625,0.04513029499534837,0.8904095547674202,Immunology,cdcs
cdcs,Immunophenotyping,749,752,8.698190594027759,0.2495776125370241,0.00197785296425348,0.021242702117646263,8.872532626262545,0.24966585166941882,-0.02996511740532193,0.022394892112158518,-0.17434203226029704,0.02261320271057845,2.657294169482868e-14,0.03194297039296943,0.020718643059643643,0.12340131117441532,0.20410530227249007,0.286111948,0.09344535462708473,0.9562888783513105,Immunology,cdcs
dc total,FACS,186,180,9.1767356064974,0.10625377987033188,0.03953468998791691,0.042173401917984514,9.100504916096721,0.11402071460102621,0.0053473864879305276,0.059393619761676904,0.07623069040071094,0.07832277816650793,0.3311710241018333,0.03418730350001379,0.07177752165561298,0.6342005432812492,0.3101216,0.42652567791134294,0.038135036125559664,0.8854988858629832,Immunology,dc total
dn cd25- nkt cells,Immunophenotyping,607,603,6.328327332839238,0.5762642672547865,0.03749594946029606,0.02852735697132491,6.182516595048886,0.5762794374203696,-0.047705834902722635,0.027867985426395254,0.14581073781700377,0.033357231893129884,1.3724012911689466e-5,0.08520178435605617,0.03169928974818648,0.0073183247591559406,0.30056108,0.34321631231316657,0.052371792734746694,0.9796501429677531,Immunology,dn nkt
dn cd25- t cells,Immunophenotyping,607,603,8.586055394090918,0.287064268952721,0.01534217933417074,0.024228103864832456,8.363865684409493,0.2872267936973029,-0.029337275059726935,0.02563621237471987,0.22218970939435687,0.031161769093957466,1.987723600187962e-12,0.04467945435978268,0.02937178846188669,0.12855124025555126,0.2658347,0.3515925489719507,0.1447845134973103,0.9240247388399522,Immunology,dn t
dn cd25+ nkt cells,Immunophenotyping,607,603,2.4169637776781197,0.5301233628835406,-0.0018418609533971746,0.05532565320886299,2.3812756528972843,0.5297934589323533,0.023833283076949246,0.052002510892128054,0.03568812460506541,0.050663571299108784,0.48134822843288527,-0.02567514402384679,0.04878018284174263,0.5987726413591521,0.4938287147,0.4797154693151686,0.009158878934586334,0.9595470688249439,Immunology,dn nkt
dn cd25+ t cells,Immunophenotyping,607,603,4.6877057660054025,0.5079186156425877,0.07606159719926416,0.07092740355097196,4.6524523715249435,0.507762274018473,-0.03762203142085465,0.07006100936595525,0.035253394733248025,0.045466996075151325,0.43831917385645647,0.11368362859828025,0.043963911774211925,0.00986254696398705,0.417399635,0.46052394892568693,0.028358778997138432,0.9560776267531914,Immunology,dn t
dn cd44-cd62l- t cells,Immunophenotyping,554,553,6.019162739083396,0.2982194812771153,0.026471129602646158,0.032013076305186156,5.717845922042406,0.2980542554009412,0.0034874174073109723,0.033185514858955226,0.30131681735018645,0.036111421815760034,2.8243876660281255e-16,0.02298371220940453,0.033495541141899884,0.49278855804728294,0.31547614,0.3797122172497924,0.15394803164286627,0.9258207998686138,Immunology,dn t
dn cd44-cd62l+ nkt cells,Immunophenotyping,681,680,1.9568869235697322,0.48974115363686055,0.07285344726138034,0.055110251544726846,1.5825072348585385,0.48920917940012787,0.0018691631663633912,0.05355247455158317,0.37437968887531475,0.05498229658998132,1.6342500533639456e-11,0.07098428410159553,0.05109628049083586,0.16505305436119028,0.56006807,0.5797488522509416,0.11299354045247895,0.9214060447679012,Immunology,dn nkt
dn cd44-cd62l+ t cells,Immunophenotyping,681,680,6.5751969880306405,0.2910096238249451,0.008241826416608177,0.026522635577338256,6.300247311001971,0.29087461271343173,-0.06416147314695635,0.026667043854168057,0.27494967704522755,0.03170812361084928,1.561586585374843e-17,0.07240329956629393,0.02822962349307642,0.010459034375845746,0.29745681,0.3660911368080485,0.17660729197714992,0.9311667426407025,Immunology,dn t
dn cd44+cd62l- nkt cells,Immunophenotyping,681,680,6.088001756484874,0.30515133420209845,0.024939346769561416,0.03146074115865839,5.901643595227921,0.30495296241420766,-0.06500607203194918,0.03147490981246507,0.186358161502421,0.03305216819275237,2.1963134073561916e-8,0.08994541879781164,0.03062870440711321,0.0033889389205193346,0.31852323,0.3616276471130562,0.10449701997823292,0.9500927028340238,Immunology,dn nkt
dn cd44+cd62l- t cells,Immunophenotyping,681,680,6.903156486884159,0.5317351133712198,0.0029613999548731046,0.03724728596946754,6.66434930761298,0.5316221842504395,-0.011405942787053177,0.03724509578342476,0.2388071793046421,0.030917636426317004,2.5828467490112392e-14,0.014367342740321696,0.02821965677137784,0.6107693321601186,0.297730141,0.3429389680644712,0.08977915013639945,0.9722009244789416,Immunology,dn t
dn cd44+cd62l+ nkt cells,Immunophenotyping,681,680,5.723638749757398,0.40820759657955275,0.02762206731410046,0.030070595576404173,5.705098001523679,0.40794835387822953,-0.05684510591396367,0.027711354931267723,0.018540748254995933,0.035069727747227754,0.5971354214767655,0.08446717322453065,0.03140017948334,0.007255943044615699,0.355833126,0.36796918112568133,0.03153539261742203,0.9572523071161593,Immunology,dn nkt
dn nkt cells,Immunophenotyping,745,744,6.698062243944309,0.3070580003858719,0.027206937009230575,0.025614142344479177,6.579951047691505,0.30699981686934247,-0.05451668129969572,0.025077704520233148,0.11811119633504838,0.02921010934491868,5.608931262313404e-5,0.08172361830571515,0.026405845235566477,0.0020152874685631593,0.29197269,0.3347295272456952,0.07661839709919227,0.9498932599638819,Immunology,dn nkt
dn t cells,Immunophenotyping,687,686,8.624306385250375,0.2266864510757883,0.010863974148387108,0.02249390303434569,8.409302219754702,0.22659127761811346,-0.02765954622622603,0.022684729101600236,0.21500416549902737,0.028008136025508786,3.6465763028246724e-14,0.038523520375984596,0.025018059761711755,0.1238950967628567,0.26436138,0.32623214977352966,0.15247238032538415,0.9192082761491984,Immunology,dn t
follicular b cells,Immunophenotyping,381,377,12.198499010195409,0.24238593882856407,0.027559736487352774,0.02383005067312743,12.199860983945696,0.24307626348732017,-0.01969637992027493,0.027154523910974997,-0.0013619737801229053,0.035271120318401766,0.969210440829493,0.047256116409699386,0.030208827588603226,0.11826225878965894,0.2117501,0.36359264428542326,0.0304712044794994,0.88990224392691,Immunology,follicular b cells
follicular b cells (cd21/35+),Immunophenotyping,452,454,12.009911438938397,0.3111353312954684,0.024031933260507565,0.019253224124830094,11.99993746641591,0.3114812089732374,-0.0026699433253429563,0.02304029633552352,0.009973972506900675,0.028489457993018642,0.7263708149292227,0.026701876582261485,0.027888736347935844,0.33866460945600185,0.18345535307146135,0.3064409,0.017300294207212387,0.9329342751477699,Immunology,follicular b cells
gd + b1,FACS,300,298,9.45809958117935,0.05250605748256045,0.03668732315344266,0.027124528777655102,9.196875310305181,0.05446673431382763,0.037708775671107045,0.031826753705575576,0.26122427051336383,0.04320496190171139,2.8903475694936184e-9,-0.0010214527887258836,0.040679822739177675,0.9799775065908589,0.2613835,0.31393929196266185,0.20180147342058694,0.8369350447426915,Immunology,B cells
gd t cells,Immunophenotyping,74,77,7.031806637281038,0.11687447321404833,-0.025111495630863692,0.07925962067224401,6.803057609451602,0.11125019971064572,-0.09244257717662176,0.06928075125398313,0.22874902782943463,0.07068337980395556,0.0015655956694504364,0.06733108154574452,0.06748417634403098,0.32041727638194845,0.24424305,0.22875315826310347,0.2989220966718827,0.9046699097083615,Immunology,t cells
inkt,FACS,300,298,8.117970396136176,0.05966662088981987,0.04933823577547899,0.02812106833252615,7.705031435683118,0.06089053655790067,0.0010540010551165879,0.03171273899637626,0.41293896045306216,0.04387849769521148,1.7429455411908964e-19,0.0482842347203781,0.04118372254392532,0.2415860868982104,0.2713833,0.3101683743297125,0.31080198779955137,0.8794460290181628,Immunology,inkt
klrg1+ cd4 t cells,Immunophenotyping,74,77,6.8514114435414655,0.12977046498749237,0.09033432121349838,0.08786987826897132,6.584061010379188,0.12458983264355811,0.010327279316060688,0.0783322591644056,0.2673504331623062,0.08063822282448878,0.0012106605446581353,0.08000704189746334,0.07671990436244182,0.29911600795495613,0.2684393,0.2740165006518229,0.1714029436539924,0.8927175022774367,Immunology,klrg1
klrg1+ cd4+ nkt cells,Immunophenotyping,74,77,3.953360558119979,0.2039937188396967,0.14026963102491663,0.1244417176665682,3.6618636986476867,0.1958590014447634,-0.014170917595853306,0.10846406480512549,0.29149685947229675,0.1108512020355323,0.009667296837924659,0.15444054862076373,0.10574736631147723,0.14677501671926926,0.38259103,0.3557318563667041,0.119366865392242,0.9242639117006956,Immunology,klrg1
klrg1+ t-regs,Immunophenotyping,74,77,4.755983372748081,0.307419164357192,0.0015472915816321785,0.13113324300134047,4.803988446687708,0.3017226330992509,-0.04369512301904917,0.11499040826181604,-0.048005073939610635,0.11852225532562746,0.6861765574873824,0.04524241460070838,0.11266332111303455,0.6887134299383026,0.3994343,0.3862353803380018,0.016386729023318464,0.96683658601281,Immunology,klrg1
macrophages,FACS,299,294,7.265199309496615,0.10618986263309113,0.026484666451839854,0.03356243212162619,7.053883635832384,0.11027562883399941,0.05513717672626934,0.04660401088376,0.21131567366667692,0.059410308061815006,4.1106144068439013e-4,-0.02865251027343412,0.05581978702092549,0.6079659887151658,0.3142346,0.4619202155953412,0.07549344797072279,0.9270328714467748,Immunology,macrophages
mzb,Immunophenotyping,138,140,9.94677936137609,0.11619334949986962,-0.07690306596247336,0.09996962945104683,10.021195390691638,0.10783236925385417,0.02442377808984049,0.08786305184642061,-0.07441602931568758,0.06808030356134911,0.27553525625793734,-0.10132684405249882,0.06524764365078799,0.12183862721038854,0.35319304,0.24247786250929235,0.05952743505764055,0.8491211119308423,Immunology,mzb
mzb (cd21/35 high),Immunophenotyping,450,452,9.72658979087909,0.6771381202112295,-0.00937219895777123,0.04077876881040119,9.769373955180637,0.6766408014007973,-0.0297704133304571,0.034109484241227846,-0.04278416391968755,0.045854241023961316,0.35110933221545015,0.02039821435669864,0.045731929180788056,0.6557037003818953,0.4020317666878437,0.38142029,0.01412948932976198,0.9458242940986091,Immunology,mzb
nk cells (panel a),Immunophenotyping,750,749,9.18816315769396,0.19188375231006882,-0.020862750450815568,0.021449266441548376,9.274908684174093,0.19182965277731953,-0.010256735262816249,0.02018767290076902,-0.08674552644896225,0.025647729214548484,7.426076441101085e-4,-0.010606015279029555,0.022150397148788803,0.6321563895306099,0.2657773,0.3001858241495835,0.054050333109352075,0.8976341503888297,Immunology,nk cells
nk klrg1+ cells,Immunophenotyping,74,77,6.986840507117019,0.19264399619418957,0.14043933712454523,0.08788459945903489,6.817577058735072,0.18857563247071846,-0.06743529093084728,0.07710133862938089,0.1692634484017691,0.07943618379422102,0.035145498772348405,0.2078746280702547,0.0755218568543833,0.006832960664800301,0.26784513,0.25917971598765965,0.09191366064602081,0.9616203304912617,Immunology,nk cells
nk subsets (q1),Immunophenotyping,603,602,6.653434557494541,0.40138682404731874,0.0655084371492539,0.06545647784656781,6.669133918183112,0.40140650586969556,0.010376515801412712,0.06586510784650071,-0.01569936040552421,0.03587055449248624,0.6617279738438818,0.055131921350462264,0.03501389044453363,0.11569084350628259,0.3181851029168927,0.3951937593,0.045858693825646904,0.9328152704709208,Immunology,nk cells
nk subsets (q2),Immunophenotyping,603,602,7.478140830724238,0.3030197860806625,-0.00943095539119175,0.030829457387738953,7.398999880016818,0.303233095061677,0.00908198507164898,0.03341790036011704,0.0791409505389532,0.033851285343564644,0.019600905010875472,-0.018512940414385205,0.0324359220121454,0.5683023597476402,0.2663537109218401,0.39140051,0.037363502191772424,0.9481108389109916,Immunology,nk cells
nk subsets (q3),Immunophenotyping,537,533,7.483509974782147,0.2535282104011291,0.02605958898770948,0.029181329009116172,7.6807962008855,0.2540081351663629,-0.06173447965342662,0.03114168062281234,-0.19728622609957402,0.03398032777989864,9.020605876512073e-9,0.08779406864145009,0.03348344901429183,0.008896619565966164,0.254886051931249,0.3730494,0.12733923723017052,0.8929828179422754,Immunology,nk cells
nk subsets (q4),Immunophenotyping,537,533,7.712942872817014,0.07500415257883536,-0.04439450076477371,0.03150587205079943,7.77152065580278,0.07723606554226481,-0.012338422720409501,0.034435437125273916,-0.05857778298105113,0.036782498172865975,0.11163191331485987,-0.03205607806919954,0.036180560415966075,0.3758651360406261,0.2745255007156637,0.410161347,0.04745839889319928,0.7048798142908473,Immunology,nk cells
nk total,FACS,300,298,9.674900613206272,0.05542347053430026,-0.05050640395948227,0.03184746222487611,9.76317473294624,0.06490909675438657,0.012476460051662747,0.04798799105198656,-0.08827411973996713,0.059095521409130526,0.13586592163921118,-0.06298286401114415,0.0563689005464015,0.26438407453751966,0.3015653,0.49129441989766637,0.05600262270060088,0.7182654368497373,Immunology,nkt cells
nkt cells (panel a),Immunophenotyping,750,749,8.039814924599163,0.24156906538478928,0.01947003226113334,0.03173423271596881,7.886520776045531,0.2414825178890526,-0.025658406363556853,0.03126943599958041,0.15329414852724368,0.028451718515097917,8.597388388175338e-8,0.04512843862630298,0.026814041649449595,0.0926360150011423,0.29231688,0.3208025914667669,0.09588700943274808,0.9309089527098825,Immunology,nkt cells
nkt cells (panel b),Immunophenotyping,674,672,7.425538787014577,0.46587541619568174,0.016551018676688286,0.03494868622282415,7.232370777845173,0.46586362234585504,-0.023426757603938753,0.03466111416336543,0.19316800926946828,0.034884657634507536,3.854498557756013e-8,0.039977776252607206,0.03224954672233235,0.21537821581840583,0.3255260193233256,0.387644958,0.08834571842750935,0.9490852571625649,Immunology,nkt cells
nkt dn klrg1+ cells,Immunophenotyping,74,77,4.591015496927385,0.2030526521454369,0.07610690481596709,0.11741333941649172,4.504804356705386,0.19971361188005735,0.01710318290082999,0.10909155314633101,0.08621114017913202,0.11451123086197734,0.4530073352643754,0.05900372187942841,0.10815545043507475,0.5863910345201702,0.35065408,0.4222358252510881,0.03163862823691525,0.9155277889668749,Immunology,nkt cells
