parameter_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,group_sd,g_slope_sd,batch_sd,f_sd,m_sd,Category,parameter_group
transitional b cells (cd21/35 low),497,500,0.0706199773670687,0.416147955047672,0.178128814492619,0.207693082581087,0.136181912417418,0.416263481083775,-0.017676355833045,0.219266350065136,-0.0655619351303075,0.0220647401291281,0.00305597914593918,0.195805170207676,0.263688822895334,0.457970474309493,0.70854238,0.09560166,0.91941214,0.28042591926175,0.36616737,Immunology,B cells
area under glucose response curve,11545,11477,-0.696463052421903,0.109313120161352,0.0300873697585498,0.290288147735355,0.26836290688686,0.109311511374095,1.24099360301083,0.288646160501979,-0.964825959342447,0.0102735375262233,0,-1.21090623348803,0.0885168899430713,2.05998617775664e-42,0.3915093,0.9900245,0.2968219,0.752076342638246,0.7129458,Metabolism,area under glucose response curve
fasted blood glucose concentration,11605,11557,-0.304868643847058,0.178887768522214,0.204004835386513,0.237256768193215,-0.0543462214892193,0.178894696269744,1.11715707409469,0.236477208112092,-0.250522422358102,0.00798761336023573,5.91131109732731e-211,-0.913152238705345,0.0679164578686877,4.90017832862879e-41,0.6430999,0.8121917,0.4482107,0.553743657951152,0.5522101,Metabolism,fasted blood glucose concentration
glucose,9540,9506,-0.398530934199455,0.210376006662024,-0.130150471524288,0.119136236396962,-0.230893212836499,0.210381922975774,0.455621659505212,0.117556335110534,-0.167637721356064,0.00543928348430833,5.09119000085499e-203,-0.585772131139542,0.045183154106604,2.95400743448048e-38,1.2198549,0.5640876,0.3396912,0.353553437617467,0.3470727,Metabolism,glucose
glycosilated hemoglobin a1c (hba1c),390,389,-0.449202602957555,0.200317817496736,2.05433088237246,0.586716203821874,0.636143280563277,0.200318931028432,2.92277926503568,0.54987547767295,-1.08534588346614,0.0525929635683476,3.80264314065093e-74,-0.868448382757235,0.705921089344499,0.219026193396255,0.3140789,0.3799286,0.5414954,0.572967,0.5842911151657,Metabolism,glycosilated hemoglobin a1c (hba1c)
initial response to glucose challenge,11582,11527,-0.327210906876404,0.0768436272877027,-0.589557616507547,0.253623140871,0.0413064199329904,0.0768905889970343,-0.248172295833302,0.252433276670929,-0.368517327231084,0.0119025001496831,9.78137319989363e-206,-0.341385323403441,0.102395293614689,0.00085760368942263,0.2721515,0.8312169,0.3520635,0.842847636673854,0.8566386,Metabolism,initial response to glucose challenge
insulin,1277,1300,-0.138641505638628,0.188835647243587,1.49390478066116,0.25845619813414,0.42757383929904,0.188549488312705,2.79496849122422,0.231822152399301,-0.566215344805738,0.0258969614716435,1.01159509824412e-95,-1.3010637104809,0.249760295193373,2.07972543373901e-07,0.4907372,0.4099166,0.333493,0.675036548232396,0.5667825,Metabolism,insulin
respiratory exchange ratio,2955,6590,0.199651359577523,0.158204660876654,-1.36952573068098,0.2693652222679,0.173006981003073,0.157794243210409,-0.97944703507126,0.224399761821274,0.0266443785916225,0.0186462143741458,0.153061133092885,-0.390078695469734,0.19569680391036,0.0462658978538557,0.6009531,0.6995686,0.5652882,0.673425531135416,0.6436833,Metabolism,respiration rate
total food intake,2605,4009,0.276656369367148,0.227014133652099,0.133089430799637,0.229193034068338,0.300002016422963,0.226924360883608,-0.00110540344494784,0.2075680425728,-0.0233456470484095,0.0148150759362777,0.115127363811156,0.134194834303744,0.152791388608732,0.379824997636465,0.7787804,0.5681828,0.5263585,0.480377691599274,0.4984917,Metabolism,total food intake
total water intake,1155,2650,-0.29138149361081,0.270577501191319,0.189597557288118,0.0683519426255858,-0.312102358449262,0.270546124682588,-0.0424181958521327,0.051778530319742,0.0207208647930251,0.00571040176853378,0.000289315131720277,0.232015751937452,0.0526845226059905,1.09755564389424e-05,0.89717748,0.14053331,0.04874854,0.15041539478332,0.08901474,Metabolism,total water intake
bmc/body weight,10931,10961,0.234791334387061,0.340544578960024,-0.869402338869724,0.646448107250574,-0.618233236342013,0.340561750977378,-1.79929611154089,0.645313193910169,0.853024571068176,0.0080707743328623,0,0.929893778122354,0.0768563275874518,1.40594291559206e-33,1.0169652,1.8748611,0.3739229,0.5550591,0.583739757060476,Morphology,bmc/body weight
body length,8493,8504,-0.102658449702287,0.143506117561597,2.39029386592513,0.363312146821044,0.262698439242609,0.143529741862889,2.13735469426129,0.361411908915805,-0.365356891644805,0.00774983319443074,0,0.252939182770307,0.0702996209937345,0.000321682836275154,0.4253119,1.0329931,0.521862,0.4972002,0.478935832554986,Morphology,body length
bone area,10942,10964,-0.319738387396777,0.194459193165475,4.25187221985095,0.862039887221276,-0.0279332469815625,0.194478087666289,3.43908609161804,0.860675625553856,-0.291805140416124,0.00956395649332102,8.44082471626555e-200,0.812786128232107,0.0911705802147667,5.29592565424129e-19,0.5731118,2.5256284,0.4920272,0.675415058896262,0.6724211,Morphology,bone area
bone mineral content (excluding skull),10942,10964,-0.330886155557425,0.322342503715351,4.59313282230293,0.695732683566222,-0.0801949058896563,0.322362489666165,3.6147461318476,0.694552157810286,-0.250691249697704,0.00853564276976213,1.35057655590341e-185,0.978386691285147,0.0812815507996298,2.97302710352474e-33,0.9614782,2.0205418,0.4010429,0.5871912,0.617238557913926,Morphology,bone mineral content (excluding skull)
bone mineral density (excluding skull),10943,10964,-0.130246216747351,0.413175959474009,1.63082400759848,0.355199845548568,-0.0902096566367543,0.413187253316901,1.18659709829563,0.354510791053987,-0.0400365600696987,0.00594970473281523,1.75342105239341e-11,0.444226909522889,0.0564843200793314,3.89308207971758e-15,1.2363747,1.0080981,0.3550504,0.3830837,0.450272209528646,Morphology,bone mineral density (excluding skull)
fat mass,11079,11063,-0.901622654586231,0.268830609032607,4.12683288207611,0.393077824176674,-0.216505152659859,0.268863389763892,3.38592227447127,0.391635365804348,-0.685117501949888,0.00711763584703394,0,0.74091060756621,0.0676294610391202,7.51656325626329e-28,0.9233413,1.2694794,0.3871919,0.465049,0.538027611760867,Morphology,fat mass
fat/body weight,11068,11060,-0.809075102432492,0.325467957103328,2.29467679095856,0.474843412816187,-0.539636543339015,0.325507543117797,1.39938306413855,0.473094575638229,-0.269438559107533,0.00861069725918616,7.44746127355048e-210,0.895293725841773,0.0818181448276358,8.66609331498218e-28,1.1178221,1.5334736,0.470349,0.562473212323699,0.6505664,Morphology,fat mass
heart weight,10017,9926,-0.402192206001739,0.141829743673524,2.98149232073742,0.309661233661145,0.5403392279391,0.141877743155189,3.40530709455825,0.31008170776736,-0.942531433917467,0.009364886782664,0,-0.423814773707249,0.0822593905941724,2.6035087557424e-07,0.5606899,1.152148,0.3390626,0.588787938839339,0.6566978,Morphology,heart weight
heart weight normalised against body weight,8098,8003,0.153103645259938,0.148218082154646,-2.21006333965979,0.328102576919612,-0.0475544747551276,0.148279540996284,-1.90952982994106,0.328507892683368,0.200658120021953,0.0105345648901794,7.46988129356329e-80,-0.300533509860816,0.0880650533603914,0.000645260416967902,0.5670105,1.1773044,0.3389601,0.597875531757952,0.6708447,Morphology,heart weight
lean mass,11080,11064,-0.914693567553751,0.151048872627713,4.99559315695651,0.346737389546953,0.246884946259197,0.15108297661569,5.18289132292417,0.345891417511649,-1.16157851371923,0.00532141107259246,0,-0.187298165973797,0.0504799205929302,0.000207536637804809,0.5120872,1.1382732,0.3701805,0.3375747,0.407887132121161,Morphology,lean mass
lean/body weight,11069,11061,-0.450973490743566,0.224587954035822,-1.40996581062436,0.527312994183959,-0.552435608255572,0.224640093822453,-1.12392507743438,0.526072270015082,0.101462117407614,0.00799719165046099,9.66572776110972e-37,-0.28604073508089,0.0758631555515126,0.000163403614176009,0.761965,1.733371,0.5386368,0.506403334126366,0.61396,Morphology,lean mass
number of caudal vertebrae,2960,2894,-1.40121741244934,0.444227282469364,-0.224029556333571,0.300030269342626,-1.40636232563905,0.444222572410277,-0.155906303367582,0.300166309580021,0.00514491319152678,0.0079173836683469,0.515835031198825,-0.0681232529408403,0.0831080033138121,0.412428623471071,1.3294393,0.7946772,0.3598373,0.2970508,0.282850246529744,Morphology,number of caudal vertebrae
number of center entries,6602,6628,0.0515871303123313,0.326640713232397,-0.0750407274547247,0.183830903439772,0.020535539463258,0.326633909918439,0.094133589349979,0.181424723077558,0.0310515908526072,0.00930071777037149,0.000844570839719169,-0.169174317028857,0.0972527428716695,0.081967370696514,1.0320152,0.4868406,0.2289133,0.4723141,0.450019061803931,Morphology,number of center entries
number of cervical vertebrae,4878,4835,-0.00279234791970067,0.0294740154218861,-0.0176368853764831,0.11909776950692,0.000790712794908424,0.0298384220938735,0.00563595253134358,0.121761844315166,-0.00358306056191856,0.0153407555763004,0.815328605752441,-0.0232728378236547,0.153766010860707,0.879701495644151,0.02561046,0.01313285,0.87185841,0.69352795,0.757002297613236,Morphology,number of cervical vertebrae
number of digits,5933,5886,0.0241189132149629,0.0286635742427871,0.0767650199546431,0.189340530502877,0.0215433945839828,0.0277294591595873,0.107973227100242,0.17035864047228,0.00257551854147723,0.0183642739846201,0.888468348422967,-0.0312082066209787,0.190622494336023,0.869956986749091,0.06970411,0.25845188,0.10862098,1.07576668,0.902174076278436,Morphology,number of digits
number of lumbar vertebrae,4878,4835,0.0359185134852561,0.0220251593685606,-0.153130704906612,0.229792617028583,-0.0178980431515972,0.0260631421703894,-0.161988547118052,0.263030314112974,0.0538165567621894,0.0203062843999692,0.00805865879427717,0.00885784506748356,0.196238648558821,0.963998295498861,0.04665961,0.48462284,0.08830602,0.71160590752266,1.21671061,Morphology,number of lumbar vertebrae
number of pelvic vertebrae,4880,4835,-0.0134561749944647,0.0125997915167438,0.26843354121047,0.21849816965278,0.0210118424172714,0.016903836630644,0.355499542023278,0.242639116066546,-0.0344680173283536,0.0203502253190346,0.0903519039403436,-0.0870659938995716,0.19684944581742,0.658285531269871,0.003893277,0.391824982,0.001288322,0.827927307,1.14728467702456,Morphology,number of pelvic vertebrae
number of rears - total,5576,5577,0.0912436121833164,0.155283418776053,1.0050670418321,0.271980717865124,0.300921713761937,0.155318640346418,1.36377179808153,0.264240386546436,-0.209678101507039,0.0140914008694414,1.57156552266913e-49,-0.358704757899473,0.134167767269571,0.00751783986427213,0.5081455,0.7217192,0.388612,0.709739997355749,0.6774114,Morphology,number of rears - total
number of ribs left,6018,5962,0.0044952075530029,0.0203813042221498,0.122542212245485,0.156779746609461,-0.0258811425956662,0.0204878791118956,0.070776687760465,0.152628657530827,0.0303763501540425,0.0181162050361833,0.0936221973677884,0.0517655245984406,0.1867843154548,0.781677772706968,0.03337227,0.11896621,0.20283918,0.97372277,0.981813483540082,Morphology,number of ribs
number of ribs right,6018,5962,0.010286743256498,0.0167244810477474,-0.144467510718951,0.140761356920127,-0.0054819369632239,0.0182836288447103,-0.11770400393372,0.154919063799503,0.0157686800860771,0.0180326966672783,0.381894316461352,-0.0267635065426409,0.185404860936084,0.885225628007581,0.01991189,0.09079984,0.24370912,0.88102383,1.04878289915553,Morphology,number of ribs
number of signals,6149,6126,0.78861377841855,0.605131962213846,0.207214883015836,0.200566473464597,0.801932021781686,0.605131398948306,0.325505658371433,0.19825833692692,-0.0133182436604122,0.011789514249184,0.258641620032816,-0.118290778317622,0.111038288174164,0.286757715559131,1.8082497,0.4562591,0.4312007,0.6132982,0.618284895777114,Morphology,number of signals
number of thoracic vertebrae,4878,4835,-7.17877118684396e-05,0.0143033183871089,0.0300720646162682,0.142859437358834,6.064616147927e-05,0.0144302518768222,-0.0585367969401434,0.13716459236518,-0.00013243387918648,0.0202945171210564,0.994793518900751,0.0886088613369489,0.197981322298661,0.654481196117303,0.0002288016,0.0015099221,0.0196604714,0.9977516304,1.00216475636235,Morphology,number of thoracic vertebrae
spleen weight,3364,3373,0.122640108878774,0.345077233183471,0.502944111690646,0.0483496055880649,0.063268296567514,0.345085149670868,0.627456039855386,0.0534673559012257,0.0593718123087873,0.00317239408829168,8.32079530637786e-76,-0.124511928188543,0.0347062952981868,0.000336667687216372,1.1444416,0.1281244,0.0313671,0.0838675964220702,0.1570769,Morphology,spleen weight
tibia length,5728,5678,-0.764066338843571,0.965982733670951,2.4397490960647,0.491825748301012,-0.555991541497578,0.96598814982431,1.43174051331825,0.490746613215782,-0.208074797200099,0.0084876181509653,1.11788101785483e-128,1.00800858109542,0.0910155567768959,2.48526693090915e-28,4.3155158,2.1312491,0.5544567,0.4006975,0.414303083460481,Morphology,tibia length
alanine aminotransferase,8831,8789,-0.195878601368595,0.110838181243079,-0.861481776304028,0.246812761102979,0.0743318930502654,0.110924611345964,-0.376790231962535,0.243335513710422,-0.27021049446827,0.0126331871339012,4.47887483779659e-100,-0.484691545476297,0.111578019033156,1.40806423015317e-05,0.5788927,0.9284592,0.4364958,0.77732630152255,0.8053714,Physiology,alanine aminotransferase
albumin,8839,8821,0.826954881183407,0.149867233062997,0.2052790608395,0.218832057768028,0.33219396944849,0.149912942905507,0.160255413853189,0.219238001482944,0.494760911760208,0.00662583375053856,0,0.0450236469639516,0.0576193313266923,0.434579995093829,0.8095429,1.0262817,0.3419672,0.350632126019275,0.4625737,Physiology,albumin
albumin to creatinine ratio,363,362,-0.520948489982436,0.128277310250067,-2.08759580969188,0.788249184745544,0.371536856645538,0.125051981411151,-0.264965604564309,0.73281651226376,-0.892485345052174,0.0574615774141183,1.03543674277718e-46,-1.82263019941082,0.622907770184902,0.003549327697519,0.1300704,0.7632757,0.461245,0.866173165335504,0.6642918,Physiology,albumin to creatinine ratio
alkaline phosphatase,8779,8756,0.794875480871358,0.206901901427577,-1.11475596563325,0.147979193976755,-0.288827708670699,0.206913638669423,-0.830665373761606,0.147510100528422,1.08370318952553,0.00472193791712401,0,-0.284090591940202,0.0414275520297474,7.26800574802245e-12,1.1287152,0.677743,0.2396894,0.274758514405003,0.3073771,Physiology,alkaline phosphatase
alpha-amylase,5747,5767,-0.091515919796978,0.209207344202497,1.56873024296517,0.178031604888735,1.07565186052852,0.209217704367549,2.29229989561845,0.178819270888819,-1.1671677802922,0.0111794213189931,0,-0.7235696504806,0.118299133920555,9.91226539817713e-10,0.6797777,0.4759508,0.3970386,0.552486315943028,0.5670267,Physiology,alpha-amylase
aspartate aminotransferase,8763,8727,0.49802284960096,0.184313187336014,-1.72943908037249,0.267289448196263,0.308450024030557,0.184351384991973,-0.978680266420861,0.264163030104785,0.189572825561845,0.0114825609765846,1.02271029146831e-60,-0.750758813937989,0.101438483246694,1.41913374676788e-13,0.988733,1.110543,0.4937892,0.710160849178178,0.7116689,Physiology,aspartate aminotransferase
body temp,1131,562,-0.0413443727581349,0.0679400205312891,0.326271769687187,0.446957826909348,-0.00679917524398138,0.0719917871103286,0.0924801865638137,0.486758830436103,-0.0345451974925849,0.054667067574048,0.527548027201718,0.233791583143481,0.585399995880238,0.689684277037375,0.0758504,0.2779411,0.4804346,0.9265128,0.779058881654911,Physiology,body temp
calcium,8802,8788,0.163196085130214,0.214886228971077,0.517984609025327,0.230685364618829,0.201404636326354,0.214894084371472,0.541834828719247,0.229674866970906,-0.0382085512036521,0.00602031007933011,2.26142049415579e-10,-0.023850219709721,0.0528265480185236,0.651648638889427,1.1376822,1.0990922,0.9703006,0.370684986164766,0.3623816,Physiology,calcium
chloride,6417,6384,0.130665882177842,0.231593131891316,0.139701626093858,0.690715625785892,-0.360801313709501,0.231614537928852,-0.467908155036996,0.690799007829294,0.491467197705461,0.00985254732138909,0,0.607609784390235,0.0897569619526667,1.35539289144381e-11,0.7855036,2.5061284,1.752879,0.517817267120008,0.5142481,Physiology,chloride
creatine kinase,4544,4554,0.57875199839717,0.189936820938129,-0.869785926223413,0.205172375199357,0.320900399431882,0.189965697052357,-0.971457828540194,0.20979519110699,0.257851598657093,0.0161599439684932,1.82053725841316e-56,0.101671931649839,0.171377980250709,0.553022647696771,0.5639197,0.3342327,0.4399176,0.72395573450489,0.704442,Physiology,creatine kinase
creatinine,7932,7956,0.170469915791183,0.217569302454814,-0.0777231963270413,0.0784971666327924,0.070311621735418,0.217570592095205,-0.209470151023759,0.078147973504988,0.100158294053797,0.00211024691736572,0,0.131746954669759,0.0184359600415161,9.35543475258151e-13,1.170371,0.3725444,0.1389167,0.123476786811928,0.1208773,Physiology,creatinine
free fatty acids,3292,3368,0.725616471879444,0.325302170375915,0.288992420117059,0.0825161548503347,0.741255057677823,0.325299053738061,0.278754534439787,0.0782272111699135,-0.0156385861360465,0.00945177119151774,0.0980640249849529,0.0102378821651578,0.0689159216214176,0.881908822859866,0.8570432,0.1106255,0.2734412,0.3930215,0.369142534059572,Physiology,free fatty acids
fructosamine,4496,4537,0.682302137743847,0.460934675082798,0.676957356052335,0.079434033400771,0.402235658351381,0.460924413468906,1.08930641735584,0.0896267028101031,0.280066481301706,0.0109239330036207,1.65594393921223e-139,-0.412349059158401,0.113853414138279,0.000294382370566037,0.982980335,0.009906644,0.619427024,0.464710937841108,0.499515853,Physiology,fructosamine
glycerol,2083,2081,0.332254440957256,0.5179894052495,4.46014028464977,2.73057920637932,0.662469736468777,0.518166067226321,6.18630213747598,2.73456616805041,-0.330215295616972,0.0254985664668282,1.43056426854665e-37,-1.72616184824613,0.268606671355611,1.46805168589135e-10,0.7197301,3.7822786,0.4632405,0.768225750057486,0.8601401,Physiology,glycerol
hdl cholesterol,483,470,-0.727474750114446,0.360813936913762,1.85872466823661,0.611006794251457,0.548926730362018,0.360549632741715,1.51896042607908,0.56359004746842,-1.27640148109632,0.0320014666383347,8.37234788055172e-199,0.339764247251053,0.371527490181222,0.36070364540264,0.5020651,0.7141057,0.5232156,0.53976735884454,0.4389334,Physiology,hdl-cholesterol
hdl-cholesterol,8693,8686,-1.02801082953126,0.584120153072973,0.91058988765462,0.533208937243044,-0.122041834329372,0.584123580942181,1.01325479891469,0.532040271538508,-0.905968995165059,0.00837077679483267,0,-0.102664911031788,0.0739982531692449,0.165340639499583,3.0326144,2.6551828,0.3150038,0.5362688,0.500834939498255,Physiology,hdl-cholesterol
iron,7031,7047,0.295128316457065,0.196365028478886,1.2846430690155,0.0994204740132946,-0.445189242577948,0.196313862635053,0.659522809754563,0.0880246504623927,0.740317559065295,0.0123766381213502,0,0.62512025896749,0.116743561124382,8.72156267741127e-08,0.74740676,0.02074431,0.37601856,0.75988895,0.631103326159458,Physiology,iron
lactate dehydrogenase,593,596,0.0491323279551723,0.23397945128636,-1.53061748509539,0.632729290363675,0.227917019144939,0.234311434034763,-0.958234151154239,0.655412396426693,-0.178784691186865,0.052029793340656,0.000613487036443454,-0.57238333380593,0.64116570042891,0.37221407628083,0.5520268,0.9789276,0.4831082,0.7275513,0.782086463632787,Physiology,lactate dehydrogenase
ldl-cholesterol,2714,2717,-1.04551072368186,0.344387754952717,0.317121245310264,0.406397972714159,-1.05190779593062,0.344412248932424,2.09553902444511,0.40679519893792,0.00639707252159597,0.00965049454190821,0.507441390604259,-1.77841777666124,0.1019379326687,3.39109172141207e-66,0.9666782,0.9853772,0.3702919,0.3187314,0.353496877374387,Physiology,ldl-cholesterol
lipase,1274,1282,0.456292665107695,0.177931932561578,1.0671696059598,0.615439520268322,0.282507288718343,0.177370444151718,0.156810366617731,0.566805624909759,0.173785375173207,0.036778662451757,2.43791755502643e-06,0.910359249610093,0.454794601254681,0.0454349466286382,0.3421438,0.9200064,0.3901286,0.9651874,0.842127262681561,Physiology,lipase
magnesium,2487,2480,0.677534411743944,0.565658746192085,0.0281499946055458,0.0307638894102779,0.553060620456663,0.565660300021353,-0.238739290078799,0.0311782471267476,0.124473791287075,0.00259568455397781,0,0.266889284683555,0.0207024129962853,2.27711470086174e-37,1.38472164,0.04762177,0.06473462,0.0903524615271261,0.09047256,Physiology,magnesium
microalbumin (calculated),358,356,-0.592017829373886,0.220366701864632,-2.97244667432134,1.05554531571904,0.24081373626036,0.218205272878116,-1.2225277677656,1.00885975453983,-0.832831565723125,0.0586612141016235,3.94208367758198e-40,-1.74991890687574,0.637624432543511,0.00622582725176018,0.2805235,1.2319655,0.4702254,0.8886376,0.65870130677649,Physiology,microalbumin (calculated)
phosphorus,8766,8783,0.237071468121714,0.173526913403177,0.0217296155118371,0.187455765484599,0.0683728878985774,0.173548997758776,0.384112589834479,0.182778274809014,0.168698580125058,0.0105785597401957,8.32986602120626e-57,-0.362382974452917,0.0938017042899004,0.000112321201511529,0.9295867,0.6444106,0.4955666,0.666629280046318,0.6453548,Physiology,phosphorus
potassium,6389,6344,0.315781825762181,0.272720632251312,-1.21472640318348,0.26668417504205,0.816650430621524,0.27272518407558,-0.184002242932599,0.264408375756805,-0.500868604919862,0.0117274715219505,0,-1.03072416075791,0.10716923961604,8.14524379191602e-22,1.0505741,0.7511594,0.6042992,0.649018260910379,0.5904248,Physiology,potassium
sodium,6415,6380,-0.245632022557636,0.195350133647674,0.019833679408195,0.701749995266342,0.105153011171643,0.19538350397648,-0.284078148733227,0.702501901855045,-0.35078503355723,0.00906733472435078,7.87337521241204e-308,0.303911827994983,0.0822563957019555,0.00022118119180124,0.6091933,2.5627659,1.7271434,0.428064681793442,0.5173608,Physiology,sodium
thyroxine,1574,1554,0.0844732083604577,0.231510931418764,0.0111668363747911,0.412986938105835,-0.413023067551674,0.231340681389579,0.990179989044007,0.416531749020641,0.497496275585658,0.0302111907247966,2.85505320310713e-58,-0.979013152572186,0.307978759590395,0.00149454095166282,0.2920822,0.3631724,0.5005681,0.898391,0.751608116431185,Physiology,thyroxine
total bilirubin,8513,8443,-0.0553762348216331,0.204862790002419,-0.342714483713225,0.153186538458457,-0.193480469841627,0.204890261319255,-0.0952388886431264,0.149968920197308,0.138104235028039,0.00947707600866514,8.86356577322037e-48,-0.247475595666478,0.0827186162346207,0.00277806767284179,1.1028859,0.4657096,0.518476,0.562035042515473,0.5875039,Physiology,total bilirubin
total cholesterol,9328,9256,-0.177606088989096,0.12621953594125,1.58703416890357,0.254297551181614,0.685431098516484,0.126254042471281,2.1691040354543,0.251834157337145,-0.863037186749691,0.00916995743305086,0,-0.582069866019128,0.0778246427691507,7.8471767237158e-14,0.6976279,1.1801746,0.3502188,0.594699913860931,0.5836373,Physiology,total cholesterol
total protein,8760,8785,0.238397410673547,0.172040812458701,0.569435510659064,0.242453248720582,0.294412163910925,0.172050395174633,0.689585049192272,0.239832432774083,-0.0560147531933465,0.0085235646292279,5.12952527122259e-11,-0.120149538584286,0.0755598632608576,0.111827065111388,0.903178,1.0522236,0.5998868,0.543540165468418,0.5005295,Physiology,total protein
triglycerides,9097,9062,-0.373051391676289,0.133272585740269,1.16181140286771,0.263709155720011,0.350663199079684,0.133289284372237,2.16130640930301,0.26026600587879,-0.723714590772357,0.00997249716159831,0,-0.999495006391964,0.0853547275818304,1.51894712304277e-31,0.7337169,1.1856513,0.3582536,0.659105759601928,0.6101557,Physiology,triglycerides
uibc (unsaturated iron binding capacity),1280,1300,-0.567347205161829,0.365416340575061,-0.533021027149983,1.04257715758016,-0.0577546461496702,0.364773859244556,1.34131592844515,0.998654106952905,-0.509592559052253,0.0345161622872642,3.20913918515744e-47,-1.87433695004042,0.432959274626379,1.56040916811112e-05,0.782313,2.0534378,0.4033921,1.0102881,0.660568869189253,Physiology,uibc (unsaturated iron binding capacity)
urea (blood urea nitrogen - bun),8742,8796,-0.163522735895804,0.126735752353683,0.035433084918184,0.281530222765907,-0.0521925199166418,0.126688991894853,0.157860244931664,0.275834935196833,-0.11133021595974,0.0105285693906369,4.80928924590961e-26,-0.122427159988701,0.0951071810788339,0.198024571154083,0.6733083,1.2266843,0.3721608,0.735115234846691,0.5691422,Physiology,urea (blood urea nitrogen - bun)
uric acid,433,425,0.157544534881411,0.29622955731949,-1.08864858466897,0.699590434339965,0.432236059260373,0.297093176793166,-0.37898677931726,0.741103217669255,-0.274691524389764,0.0618317379029076,1.01993195607968e-05,-0.709661805312424,0.849773212216534,0.403911065781463,0.6333946,0.7868699,0.3180356,0.761122343428062,0.8486749,Physiology,uric acid
