parameter_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,group_sd,g_slope_sd,batch_sd,f_sd,m_sd,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd
cd8 cd25- t cells,612,608,-0.151156683224354,0.21618653396662,0.00228284828088067,0.276867013704504,-0.149363449817328,0.216633401106547,-0.109818780249166,0.290705082848293,-0.00179323344389058,0.0315519025744195,0.95468898732284,0.112101628424818,0.351461499916445,0.749827667608689,0.4154903,0.1575567,0.7975292,0.44157183978639297,0.5744116,Immunology,cd8 t,-0.26301091640483687,0.0016474643433891083,-0.26623988718369346,-0.2597819456259803,-6.479862084733617,1.3298318002341603e-10
cd8 cd25+ nkt cells,564,566,-0.145298077415362,0.294792613444848,0.28984477344041,0.444062556396815,-0.0507824611522404,0.294906141211705,0.252670354705882,0.428231488922895,-0.0945156163824927,0.0320526088589881,0.00327604979332261,0.0371744191448397,0.36527669890001,0.918962287463055,0.5771997,0.6641724,0.7791497,0.4912686,0.500220185113428,Immunology,cd8 nkt,-0.018054180522407932,0.0017793650642882698,-0.02154167196376174,-0.014566689081054126,-0.4280014604044508,0.6687317595211806
cd8 cd25+ t cells,571,570,-0.726967366460023,0.68044145044853,0.226110316825689,0.282305574839871,-0.669845375882145,0.680421988286935,0.143176506672911,0.26442950717033,-0.0571219906145729,0.0199850277921304,0.00435884189933619,0.0829338099787259,0.24241059280327,0.732339982122288,1.3570542,0.4046221,0.6361709,0.3206002,0.30055354521124,Immunology,cd8 t,0.06456738631968058,0.0017621159053083937,0.06111370260869094,0.06802107003067022,1.5381403705212333,0.1242920376671548
cd8 cd44-cd62l- t cells,595,586,0.32004210906776,0.300047659296935,-0.148919430707798,0.215810837596244,0.276571010629978,0.300214728552925,0.0258655589730019,0.209583406670891,0.043471098416235,0.0216394013563687,0.0448393571301411,-0.174784989483725,0.21450488875915,0.41537943825801,0.6535176,0.2410745,0.781822,0.3095078,0.384756119633502,Immunology,cd8 t,-0.2176394226654969,0.0017022275276992258,-0.22097572731328005,-0.21430311801771376,-5.2750764784223,1.5778690287682196e-7
cd8 cd44-cd62l+ nkt cells,693,675,-0.480094469714819,0.36833887124164,-0.0593830569359256,0.30062059264295,-0.512262362756309,0.368479666413359,-0.565205609633455,0.297137869467087,0.0321678930663418,0.0207239444094093,0.120908209417273,0.50582255266783,0.211766284587995,0.017085933517384,0.8920831,0.575743,0.6868738,0.3176098,0.389846673563205,Immunology,cd8 nkt,-0.20494934173010226,0.0014686853002070393,-0.20782791202313144,-0.20207077143707308,-5.347886157532289,1.0420436868940897e-7
cd8 cd44-cd62l+ t cells,722,713,-0.294197352428624,0.27613922610959,-0.0981790475414711,0.209085736099395,-0.319458615603237,0.276339458248678,-0.314908145452795,0.205009531044057,0.0252612635089077,0.022666101505775,0.265303533316711,0.216729099371851,0.23029912076051,0.346866590793737,0.6574255,0.1646657,0.850427,0.3513601,0.444150398565818,Immunology,cd8 t,-0.2343604321534947,0.0013996356441849987,-0.2371036676075758,-0.23161719669941358,-6.264361231306801,4.939455511276947e-10
cd8 cd44+cd62l- nkt cells,715,705,0.0469679772873706,0.130759560222738,0.387899924884898,0.215090280194363,0.0578135505746656,0.130899669393119,-0.0616701087132959,0.192087660612397,-0.0108455733138037,0.0235524312851745,0.645256792245025,0.449570033592224,0.241402298980241,0.0628194086755512,0.27617708,0.01091881,0.91522533,0.401912141591535,0.42525468,Immunology,cd8 nkt,-0.05646472854976812,0.0014144979032619481,-0.05923709349636896,-0.05369236360316728,-1.5013297502199632,0.13349292584072403
cd8 cd44+cd62l- t cells,722,713,0.090059128469175,0.209712643486824,0.073253364836867,0.226483423484124,0.12275117403735,0.209988369849346,0.24672703237433,0.217827317314394,-0.0326920457702701,0.0253821206967941,0.198011140993856,-0.173473667533476,0.258510682539606,0.502325513774922,0.48831352,0.08930259,0.85644327,0.404018234613304,0.48985956,Immunology,cd8 t,-0.1926675407146416,0.0013996356441849987,-0.1954107761687227,-0.18992430526056048,-5.1499268092898,2.9684156199749623e-7
cd8 cd44+cd62l+ nkt cells,720,710,-0.300699119549943,0.291154132853702,0.294766300483267,0.201155923216573,-0.209664941928952,0.291229458706534,-0.0234221241893326,0.186717277761278,-0.0910341777244986,0.0199382182545996,5.52224698297951e-6,0.318188424222463,0.204227345157363,0.119511424294264,0.6978927,0.2059786,0.7804391,0.334651773576399,0.367336,Immunology,cd8 nkt,-0.09319631472768213,0.0014045636482357142,-0.09594920889221831,-0.09044342056314594,-2.4867265273564123,0.013005961685886414
cd8 cd44+cd62l+ t cells,722,713,-0.215203749194117,0.200620969919974,0.244925262826524,0.21218984745133,-0.146364916054792,0.200896153302025,0.249498047104971,0.205211214267746,-0.0688388331416425,0.0243987487938417,0.00486498061647718,-0.00457278428758144,0.248358751665807,0.985313417431704,0.4658817,0.0102941,0.8466396,0.3857071,0.472981618704263,Immunology,cd8 t,-0.20398706857256457,0.0013996356441849987,-0.2067303040266457,-0.20124383311848346,-5.452493291260732,5.841637307213432e-8
cd8 nkt cells,723,714,-0.250944704764059,0.238870880568749,0.351267505730133,0.238452896731435,-0.17647924567604,0.239013776678344,-0.0225320388749836,0.228453270371335,-0.0744654589929608,0.0209030095322264,3.8270902873655e-4,0.373799543845097,0.21387496367246,0.0807785543505462,0.5646069,0.3476344,0.8155559,0.3414507,0.39532701800278,Immunology,cd8 nkt,-0.1465188010145757,0.0013976793248945147,-0.1492582021533052,-0.1437793998758462,-3.919129242921755,9.305476532373014e-5
cd8 t cells,725,716,-0.17844820096939,0.167596580826915,-0.0706509425214913,0.263472300766997,-0.183781297270118,0.16810492561811,-0.114590689657713,0.258615439972968,0.005333096407018,0.0283301512231997,0.850715809486765,0.0439397465839588,0.288024260892902,0.878775742361595,0.3820173,0.2199805,0.7895571,0.442977488000647,0.5577256,Immunology,cd8 t,-0.23035687505400165,0.0013937830477130301,-0.23308863962978166,-0.22762511047822165,-6.170261773941541,8.845444376959222e-10
cdcs,785,780,-0.163880262382876,0.224053460114327,-0.17696053873736,0.219292219282261,0.0187973010341164,0.224272794938839,-0.356796173832584,0.221465386288765,-0.182677563419102,0.0174723931409995,1.41384217711511e-24,0.179835635135763,0.170134407726671,0.290708234331843,0.5267584,0.3616906,0.8887902,0.262250027501654,0.3721022,Immunology,cdcs,-0.3498743100340026,0.0012828868327589556,-0.3523887220224508,-0.3473598980455544,-9.768275082621203,0
cdcs cd11b type,785,780,-0.146305332288971,0.230973384026965,-0.243670840443969,0.193863611022596,0.0658088696513667,0.231150749257758,-0.284403886370397,0.19708661554933599,-0.212114201867505,0.0159456346131898,7.75263374413861e-38,0.0407330461158354,0.155429645977833,0.793313062573553,0.5426374,0.3397369,0.9505969,0.240106652392127,0.3400691,Immunology,cdcs,-0.3480697371096426,0.0012828868327589556,-0.3505841490980908,-0.3455553251211944,-9.71789251886542,0
cellularity,10,10,-2.34117163607062,2.44405475667257,-8.10902249035593,23.949462457406,-2.66388507534035,2.44590577490943,-29.7964532755337,25.6367316636909,0.322713439268276,0.367359939206241,0.396939463889249,21.6874307851719,8.79425641926679,0.0297054086737924,3.3383217,33.644955,0.2578175,0.3399235,1.0733218383518,Immunology,cellularity,-1.1497930479089622,0.14285714285714285,-1.4297879028432556,-0.8697981929746688,-3.0420664639580886,0.007012730140054213
dn cd25- nkt cells,600,592,-0.276879433483904,0.440931742073497,0.465455125765145,0.178368890411107,-0.407024768384327,0.440992952551255,-0.283026336243729,0.171240047406066,0.130145334899082,0.0198078682542484,8.322403617211509e-11,0.748481462021989,0.227934679023566,0.00106235385339449,0.87261547,0.01508248,0.87132857,0.290209919941022,0.33800648,Immunology,dn nkt,-0.15247191940901794,0.0016864173726584251,-0.15577723672233112,-0.14916660209570476,-3.7128493997488263,2.1442433695040286e-4
dn cd25- t cells,607,603,-0.114822641855216,0.346038141733211,0.144003801791546,0.29574883901491,-0.411993037094199,0.346230275041757,-0.232154705262116,0.306641695760563,0.29717039518971,0.0260280494616451,2.22354597287644e-28,0.376158506717642,0.288481268253682,0.192575006047792,0.6827943,0.4008115,0.7658345,0.3555635,0.47485109389024,Immunology,dn t,-0.2893029321524153,0.0016611479028697572,-0.29255872221503426,-0.28604714208979637,-7.098207392254336,2.150279954094003e-12
dn cd25+ nkt cells,541,534,-0.323530880408298,0.323742046991541,-0.113362188583194,0.240927373706925,-0.32468840466800297,0.323692685752322,0.131772345573744,0.20831036242107,0.00115752425515009,0.02452525474268,0.962367410872989,-0.24513453417132,0.291943131567888,0.401338411952109,0.63268073,0.06535127,0.88873703,0.381514490077085,0.34981021,Immunology,dn nkt,0.08674583003467831,0.001870987615427159,0.08307876169292061,0.09041289837643601,2.005456058304451,0.04516505175134178
dn cd25+ t cells,607,603,-0.197752767578059,0.308023111515355,0.107212991540245,0.225490970352079,-0.222826774267916,0.308061409888379,-0.525862204727392,0.218438747857452,0.0250740066800086,0.0211590604679333,0.236304708439317,0.633075196080526,0.237494492703231,0.00781486272438627,0.6045774,0.2438236,0.8164472,0.3216211,0.357464156495092,Immunology,dn t,-0.10566646971380209,0.0016611479028697572,-0.10892225977642105,-0.10241067965118313,-2.592585256069161,0.009640776619805003
dn cd44-cd62l- t cells,590,580,-0.0853775386181806,0.224310916711197,0.299854413453557,0.252218563858233,-0.38348595221702,0.224465760240932,0.321833189942277,0.23414180976112,0.298108413579596,0.0249276400597461,9.89308384723523e-31,-0.0219787767902956,0.247942221945953,0.929383617355688,0.4779203,0.2519042,0.7991712,0.3812829,0.41810888143591,Immunology,dn t,-0.09221502359907215,0.00171833988290488,-0.09558290788276448,-0.08884713931537981,-2.224575483247359,0.026300266088498114
dn cd44-cd62l+ nkt cells,621,582,-0.210131324833144,0.260472675299392,0.29727274007929,0.376778537928124,-0.437507752289651,0.260787205342044,-0.139065421409774,0.375983761527217,0.227376427612965,0.0260173089754758,1.1094416287961101e-17,0.436338162284925,0.279809893217561,0.119246450309625,0.6182537,0.7005165,0.7660608,0.3825877,0.448720439890975,Immunology,dn nkt,-0.15949665386182124,0.0016726193470496505,-0.16277492754188347,-0.15621838018175901,-3.8998959337131076,1.0156402300287581e-4
dn cd44-cd62l+ t cells,717,708,-0.254059622760163,0.249821095168273,0.17645727717151,0.18975782574371,-0.590546758470632,0.250010412499463,-0.319395765446226,0.184885607056778,0.336487135639246,0.0216320661416213,1.47648258880116e-49,0.495853042211742,0.219156567973006,0.0238537515749059,0.59791622,0.06699793,0.68873094,0.33775071,0.420527044156696,Immunology,dn t,-0.21920965239103374,0.0014094999702008463,-0.22197222156883767,-0.2164470832132298,-5.838847573302478,6.502039795464043e-9
dn cd44+cd62l- nkt cells,717,708,0.0596292359782671,0.256670958513285,0.385934917571172,0.194952960556066,-0.122927040185511,0.256778827018048,-0.282861031630448,0.185554702644346,0.182556276084388,0.0188175536512067,2.00522936223667e-21,0.668795948168761,0.191819393266642,5.0812156163523e-4,0.6096473,0.2317293,0.8256853,0.304810052826749,0.3545787,Immunology,dn nkt,-0.15125045891652614,0.0014094999702008463,-0.15401302809433007,-0.1484878897387222,-4.028692921926129,5.905114105386744e-5
dn cd44+cd62l- t cells,717,708,-0.312098232459606,0.375747563901024,0.0250979230391173,0.154637809628463,-0.499168132041763,0.375801949577817,0.282531395652461,0.146951669984915,0.187069899579092,0.0155693576444563,2.2597103173903597e-31,-0.257433472652991,0.158444888971458,0.104496255696543,0.9135523,0.1374079,0.5951325,0.2507883,0.294525414951919,Immunology,dn t,-0.16076508080963645,0.0014094999702008463,-0.16352764998744038,-0.15800251163183252,-4.282123490997868,1.9752062887512523e-5
dn cd44+cd62l+ nkt cells,717,708,-0.200284540535586,0.329344489296563,0.236818425038889,0.188958101948868,-0.235252849176657,0.32937890756604,-0.370368956887065,0.17092055005225,0.0349683086253349,0.0187484417071856,0.0624236212636479,0.607187381975284,0.192340184601376,0.00163734750489306,0.794336,0.1650143,0.7482909,0.323690689134547,0.3355607,Immunology,dn nkt,-0.03602340714087135,0.0014094999702008463,-0.03878597631867529,-0.03326083796306741,-0.9595160663425563,0.33746182889836773
dn cd44+cd62l+ t cells,717,708,-0.336930152487471,0.377222580489554,0.0186504854241681,0.165961898212178,-0.52355701076344,0.377305059988264,-0.178284485889654,0.162237326744583,0.186626858250409,0.0172300152743313,4.50698212687709e-26,0.196934970781512,0.174577890974773,0.259533987315234,0.9171405,0.1678765,0.5912649,0.2681106,0.335034049081117,Immunology,dn t,-0.22284152350804967,0.0014094999702008463,-0.2256040926858536,-0.22007895433024574,-5.935585748956841,3.672718129621444e-9
dn nkt cells,781,772,-0.0517520870021541,0.293992343695755,0.292876139547312,0.183964961897453,-0.188477053615716,0.294077966212891,-0.295657567064522,0.17442520651847301,0.136724966638125,0.0186696073448967,4.3626852255189397e-13,0.588533706452784,0.18505850745242,0.00150824388896253,0.7057547,0.1776018,0.8019328,0.317891115460872,0.3682812,Immunology,dn nkt,-0.14714537840598235,0.001292868580368455,-0.14967935426024795,-0.14461140255171676,-4.0923185810803275,4.4904389052469185e-5
dn t cells,723,714,-7.2317369404859e-4,0.247020046877555,0.196319056716608,0.254326882560281,-0.304305791714647,0.247258067654247,-0.0943577996474385,0.249763081051633,0.303582618169574,0.0232351051397222,1.92522446029566e-36,0.290676856451012,0.236243622682785,0.218798461923811,0.5867152,0.3650592,0.7748713,0.362390593163028,0.4549285,Immunology,dn t,-0.2274264374053089,0.0013976793248945147,-0.2301658385440384,-0.2246870362665794,-6.083271193025885,1.5076926374035793e-9
dp t cells,593,584,-0.382920486615547,0.40420387415028,-0.282131950200679,0.218734388604623,-0.382887468135649,0.404170612253719,-0.148346227781001,0.195596442704948,-3.3018468262857e-5,0.0168311766237886,0.998435179250128,-0.133785722296201,0.172501016419993,0.438204631319642,0.8944984,0.3265444,0.6568735,0.2925463,0.24864188026437,Immunology,dp t,0.16259618782623617,0.0017080428250532396,0.15924848540507977,0.16594389024739256,3.9342411936308803,8.83496425641006e-5
follicular b cells,471,460,-0.497103572865716,0.559137884792166,-0.172145666708618,0.374980022741481,-0.48701049515968,0.559491573005247,-0.58909667945586,0.394892781502389,-0.0100930776746895,0.029313799826931,0.730710274056181,0.416951013033438,0.289758455174527,0.150586220336358,1.2288656,0.5876039,0.758243,0.308202912642078,0.5240432,Immunology,follicular b cells,-0.530841466171462,0.002162467972095981,-0.5350798255144915,-0.5266031068284325,-11.415370143252332,0
follicular b cells (cd21/35+),497,500,-0.0811111597877521,0.147737289257667,0.173407436083641,0.221372088809804,-0.0759843322408209,0.148889684099405,0.0224298849961631,0.28820715042239903,-0.00512682755101921,0.0287177624449106,0.858357287719169,0.150977551071139,0.334102796861727,0.651474046739387,0.222356,0.0478613,0.896431,0.291843228662925,0.5267706,Immunology,follicular b cells,-0.5905422801724749,0.0020181819662916773,-0.5944978441406548,-0.586586716204295,-13.145310111273652,0
gd t cells,110,105,0.348003163950226,0.279452289663295,1.37732091981645,2.01417737638675,-0.188003177972378,0.279415553904224,0.411350427267409,1.95849744523326,0.536006341675844,0.053560911584149,7.220876711202449e-19,0.965970493095709,0.888192026553332,0.278306892849628,0.3420279,2.6157153,0.8398216,0.384995,0.381851766348638,Immunology,t cells,0.007968796513004629,0.009574857980575408,-0.010797580286009079,0.026735173312018336,0.0814379000670443,0.9351701808848225
klrg1+ cd4 t cells,110,105,0.306183889503119,0.47852723539345,1.82027355220072,0.933058063809601,0.06823217660724,0.478605791539478,0.776003832794563,0.854970910927085,0.237951712706268,0.0440871253073807,2.21669421886068e-7,1.04426972033562,0.730241962112015,0.154521690377309,0.6445436,0.9801816,0.8462485,0.310180456788553,0.3207128,Immunology,klrg1,-0.03362083539506662,0.009574857980575408,-0.052387212194080324,-0.014854458596052913,-0.34359143549539783,0.7314924803833036
klrg1+ cd4+ nkt cells,109,105,0.169287738178907,0.349213475954453,1.68102872273501,0.781992775263878,-0.046628933229285,0.349018343715819,0.224460734501679,0.608766329561212,0.215916671395228,0.0504747527063326,3.13506139278261e-5,1.45656798807776,0.842679143470972,0.0857042683560529,0.4401316,0.3854349,0.9120804,0.376657118807882,0.3438633,Immunology,klrg1,0.09090610009247276,0.009618941916389196,0.07205332036696725,0.10975887981797826,0.9268925161520014,0.35503634176070875
klrg1+ t-regs,110,105,0.0167706973926578,0.190218742786718,0.284046636246858,0.5164599120298,0.021834929335309,0.190184896759093,-0.0728350682706946,0.424386137353799,-0.0050642319698363,0.0327397118262689,0.877253672791591,0.356881704341809,0.546008720550894,0.514230115180853,0.1525147,0.2910747,0.9593862,0.2350153,0.233305686771456,Immunology,klrg1,0.00707200072958424,0.009574857980575408,-0.011694376069429467,0.025838377528597946,0.07227300731673372,0.9424524639575256
mzb,177,171,-0.339401310205024,0.315319747127582,-1.68757186665016,1.03918548211948,-0.290758293451083,0.313829446906079,-0.831704801042093,0.874215341758018,-0.0486430162687898,0.0555227905747129,0.38172621631201,-0.855867065187118,0.797535282352638,0.284125721645304,0.4580638,1.1414151,0.8288204,0.606204332212879,0.3912086,Immunology,mzb,0.437873562288813,0.005849753694581281,0.4264082557290036,0.44933886884862245,5.725058571427599,2.2445946878946188e-8
mzb (cd21/35 high),451,453,-0.414827237617515,0.44721213743515,0.043676873533241,0.314674502335041,-0.388456609471458,0.447221619014538,-0.155858242304612,0.270079967281205,-0.026370628123589,0.0295484338507663,0.372447624207594,0.199535115807882,0.400123538581852,0.618154489110387,0.69395077,0.01228854,0.72048459,0.41334698,0.421198157064227,Immunology,mzb,-0.01881105897674666,0.0022271825396825394,-0.023176256541520886,-0.014445861411972436,-0.39859820481821084,0.6902836207927867
nk cells (panel a),786,777,-0.179345660887759,0.252466024147126,-0.169625811411241,0.237649010291781,-0.0709506621055347,0.252625180884314,-0.188416704544765,0.225443509175154,-0.108394998877506,0.024186688983913,8.09529685067404e-6,0.0187908928647377,0.240108419919937,0.937633876129388,0.6030002,0.2375668,0.7470203,0.416506289398217,0.479387,Immunology,nk cells,-0.14061406754184536,0.0012845644361281893,-0.14313176757247761,-0.1380963675112131,-3.9232937297548123,9.113863117304888e-5
nk cells (panel b),732,723,0.0796141225545821,0.208685813296858,-0.0237845300263048,0.298350081050708,0.128846082226969,0.209172964107167,-0.196694211217485,0.284278076436675,-0.0492319598185403,0.0325580133278105,0.130772376940021,0.172909681545466,0.32478230877793,0.594560101931811,0.4866812,0.1438189,0.7291271,0.5225282,0.638776669636002,Immunology,nk cells,-0.20088451321485432,0.001380315500685871,-0.203589881883501,-0.19817914454620764,-5.407011265833967,7.482541342085369e-8
nk klrg1+ cells,110,105,0.00233014297913046,0.163589025094758,2.52781633143413,1.31572520576427,-0.161063387405612,0.162982855036259,0.492130682687668,1.23623888072522,0.163393530348708,0.0439498063247462,2.7172169829877e-4,2.03568564876167,0.740454668076376,0.00661164829822035,0.01893345,1.58503348,1.00854699,0.3383081,0.288997020372804,Immunology,nk cells,0.1573115772270393,0.009574857980575408,0.1385452004280256,0.17607795402605303,1.6076611423943017,0.1093906962954212
nk subsets (q1),640,634,-0.252451942788268,0.218854677645578,0.133191615068589,0.208085635964554,-0.213383795696252,0.219185181960227,-0.24468541071645,0.213588068078791,-0.0390681473018629,0.0242924783852364,0.1080984817563,0.377877025447083,0.262394153417785,0.150148952557121,0.5061031,0.0628903,0.7000397,0.34841427600225,0.450935,Immunology,nk cells,-0.25793844858276266,0.0015773223832992907,-0.26102994364603815,-0.25484695351948716,-6.494651473412264,1.190860743349731e-10
nk subsets (q2),640,634,-0.132901366228217,0.284392665222687,-0.112715475869625,0.226974660475737,-0.232922313138969,0.284756193473753,-0.0976229226452433,0.241064531125306,0.100020946776595,0.0251229765209807,7.35174976808635e-5,-0.0150925533382062,0.269729015158988,0.95538923917767,0.6529306,0.2078949,0.9761448,0.3376396,0.480245347105218,Immunology,nk cells,-0.352325522366545,0.0015773223832992907,-0.3554170174298205,-0.3492340273032695,-8.87123065805531,0
nk subsets (q3),575,566,0.0225662121599251,0.201242262669603,0.203879157678536,0.26209124001805,0.289111867040918,0.201979939289703,-0.609163559161747,0.280816069203237,-0.266545655037849,0.030265344489662,6.36952113234566e-18,0.813042716767273,0.350748992857819,0.020668512379063,0.4045845,0.07202306,0.86165752,0.381818051059653,0.54839264,Immunology,nk cells,-0.3620613113202107,0.0017622253412661938,-0.3655152095217362,-0.35860741311868516,-8.624846984843009,0
nk subsets (q4),575,566,0.142974157360108,0.13062660329225,-0.658979518056709,0.364999437831255,0.172459210168815,0.132963816383208,-0.473900289265499,0.398699527640158,-0.0294850527492724,0.0436565573115268,0.499601204717219,-0.18507922875538,0.503632749379993,0.713339858205506,0.23974786,0.05325285,0.68446735,0.558256023836231,0.80230835,Immunology,nk cells,-0.36268930264368276,0.0017622253412661938,-0.3661432008452083,-0.35923540444215724,-8.639806686151623,0
nkt cells (panel a),786,777,0.0367816350336602,0.242669139198975,0.308063559371855,0.2279099511504,-0.141705703397715,0.242770982535678,0.0426416739790893,0.215753313347767,0.178487337919941,0.0209365915523229,4.39067201263063e-17,0.265421885706464,0.20843498768603,0.203114252228952,0.5762805,0.3008204,0.8104816,0.365296715300925,0.4087399,Immunology,nkt cells,-0.11237649567824035,0.0012845644361281893,-0.1148941957088726,-0.10985879564760809,-3.135433094096761,0.0017479905386976746
nkt cells (panel b),726,717,0.334144718020679,0.38108498761901,0.227036022667566,0.183286153959509,0.164695641637946,0.381177725684903,0.00377753696202471,0.172807779047186,0.169449076398858,0.0200366412414321,8.20473290845004e-17,0.223258486134626,0.200557037888737,0.265858006172323,0.92634695,0.06664505,0.54355535,0.323239810920138,0.38621862,Immunology,nkt cells,-0.178017802959813,0.0013918430442716506,-0.18074576519871804,-0.17528984072090797,-4.771646971865234,2.012804306339433e-6
nkt dn klrg1+ cells,110,105,0.13553014599669,0.442798925054357,1.28008278858071,0.812611529113459,0.102577793711378,0.443609202094661,0.343001713840818,0.743429299890831,0.0329523522802297,0.0551810957614356,0.551180910406628,0.937081074760143,0.891879043586637,0.294878724117,0.5882914,0.5294513,0.8685886,0.3485977,0.435549403720992,Immunology,nk cells,-0.22291875958232324,0.009574857980575408,-0.24168513638133696,-0.20415238278330952,-2.2781401979970686,0.023710237932557554
nkt subsets (q1),640,633,0.701857785670383,0.401925541101094,0.118797606696912,0.18345891074156,0.595062366210326,0.401972717220193,-0.133055242653676,0.170600764062604,0.106795419485716,0.0190377898371925,2.62478179984752e-8,0.251852849906792,0.207997945171402,0.226242254435837,0.9728815,0.1445352,0.5653992,0.305005485652956,0.3257195,Immunology,nkt cells,-0.0657155407811901,0.0015785801500087216,-0.06880950102191703,-0.06262158054046317,-1.6539971900288681,0.09837500670224975
nkt subsets (q3),574,565,0.930588674539542,0.554999526717455,0.735895931042083,0.27570679286437,0.73092208763212,0.555149468472661,0.155490788148635,0.27575528126893,0.199666587276578,0.0239532732530186,2.81717800090725e-16,0.580405144068512,0.280151292890182,0.0385688266458191,1.2301973,0.3587322,0.5604014,0.322141616982908,0.4203213,Immunology,nkt cells,-0.26604218863321416,0.0017653364578594088,-0.2695021845112141,-0.2625821927552142,-6.331939647650336,3.478743959561825e-10
others,786,777,-0.154289633756918,0.0981484933337457,0.0833598286212914,0.225832521267573,-0.0638124738648834,0.0990185655501979,-0.0436184175939349,0.228925325816537,-0.0904771598906493,0.0261596154403334,5.61343374157e-4,0.126978245222517,0.256947482140618,0.621267044783186,0.1961875,0.1124024,0.8267068,0.4082495,0.551975558990663,Immunology,others,-0.3016326862238764,0.0012845644361281893,-0.30415038625450863,-0.29911498619324417,-8.41589783468193,0
pdcs,841,830,-0.0459587917794558,0.176538353546018,0.223026719106854,0.15421910675913,-0.105975648896086,0.176594824308053,0.174471318564138,0.142660459938098,0.0600168590638516,0.0174021036646065,5.8050431426047e-4,0.048555404132094,0.165487647201997,0.769255757643462,0.4096799,0.1035276,0.7975978,0.314453568528911,0.3335997,Immunology,pdcs,-0.059113278010665994,0.0012012536326198439,-0.061467691866898794,-0.056758864154433195,-1.7055626857395632,0.08827560050820327
rp macrophage (cd19-  cd11c-),611,612,-0.199206679445118,0.388566278569673,0.281795488390712,0.14994853131056,-0.274098599578637,0.388653712108974,0.295994624737006,0.16357576690637,0.0748919201567506,0.0167366074866759,8.56877680404568e-6,-0.0141991362057117,0.185199979494527,0.938902707297857,0.7705511,0.1206176,0.70205360000000006,0.220099553606666,0.3127047,Immunology,rp macrophage (cd19-  cd11c-),-0.35117798398111033,0.0016433864834500041,-0.35439896230135226,-0.3479570056608684,-8.662782808744344,0
rp macrophage (f4/80+),269,259,-0.00465202260543264,0.142665079775403,-0.146663539301032,0.530260773262647,0.150426649594824,0.14244519600319,0.172716029930358,0.461620044105213,-0.155078672249501,0.0395138823810896,1.0113849969191e-4,-0.319379569182568,0.360070815421206,0.375580725048605,0.1672269,0.5950154,0.9268851,0.469372324442097,0.3577559,Immunology,rp macrophage (f4/80+),0.27147198622952406,0.0038328242481203006,0.26395978874413645,0.2789841837149117,4.384959310626522,1.4016528893989744e-5
t cells (panel a),725,716,-0.159850169654087,0.13646775379867,-0.193398063719563,0.269661938163837,-0.194166442204822,0.137178393593732,-0.127945635170868,0.267915762573981,0.0343162724680258,0.0287344104967762,0.232626732881709,-0.0654524287336001,0.291493478228405,0.822376236086208,0.297612,0.2467559,0.8132974,0.4405733,0.572121572485905,Immunology,t cells,-0.2612834162549018,0.0013937830477130301,-0.2640151808306818,-0.2585516516791218,-6.998649704310053,3.949729432406457e-12
t cells (panel b),782,776,0.176818304338261,0.182201476585027,-0.46515054608046,0.23392298241174,0.113266820458731,0.182628264411004,-0.231342704917731,0.229943806862213,0.0635514838766988,0.02736071700419,0.0203560384023577,-0.233807841205455,0.268238103014863,0.38357303808308,0.42153294,0.01345392,0.82081378,0.44601715,0.562179148222817,Immunology,t cells,-0.23146814598845283,0.0012886790541494302,-0.23399391052221685,-0.22894238145468881,-6.447908237151662,1.5093948313449346e-10
t subset,640,635,-0.0818177172867031,0.213050001427365,-0.299085544445604,0.219379161733795,0.0877457087466423,0.213898864319138,-0.104795131315612,0.26434479997376,-0.169563426034404,0.029294315662957,9.51150570577809e-9,-0.194290413130506,0.309985512966487,0.530951391428046,0.4775396,0.0181683,0.8736539,0.3508187,0.591936085472853,Immunology,t cells,-0.5231353094066076,0.001576068596864257,-0.5262243470936261,-0.5200462717195891,-13.177301297327736,0
transitional b cells,222,217,-0.137429457940348,0.421730647974335,0.458906025979503,0.497982660532185,0.189912905264508,0.421219270567489,-0.490756119289804,0.363222223317069,-0.327342363196325,0.0413852875270962,3.6330208652014e-14,0.94966214526983606,0.555238828319559,0.0881075865160221,0.78200941,0.02177871,0.67459849,0.485746655413634,0.35374105,Immunology,B cells,0.31706871096768735,0.0046195536209618915,0.3080145522459504,0.3261228696894243,4.665018611741806,4.1082249269130955e-6
transitional b cells (cd21/35 low),497,500,0.0706199773670687,0.416147955047672,0.178128814492619,0.207693082581087,0.136181912417418,0.416263481083775,-0.017676355833045,0.219266350065136,-0.0655619351303075,0.0220647401291281,0.00305597914593918,0.195805170207676,0.263688822895334,0.457970474309493,0.70854238,0.09560166,0.91941214,0.28042591926175,0.36616737,Immunology,B cells,-0.26677482679621667,0.0020181819662916773,-0.2707303907643966,-0.26281926282803675,-5.938334892962059,3.974966800157631e-9
