parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr,SMD,v_SMD,lnRR,v_lnRR
t subset,Immunophenotyping,603,603,10.22689505036552,0.13684408965630074,-0.02334696643112623,0.0200358781794486,10.356884971355395,0.13755381165633654,-0.00833385607669706,0.02478282602663763,-0.12998992095750886,0.02879224357187609,7.140681497534435e-6,-0.01501311035033091,0.02724509143989699,0.5817374061036527,0.206439174418175,0.36049134,0.08088214208952763,0.8928278025931085,Immunology,t cells,-0.557462120109452,0.00166666666666666,-0.560728726750352,-0.5541955134685519,-13.654977451982663,0,0.0810592124981071,8.312551953449709e-4,-0.20123411080574796,0.0033335386265969237,-0.095778002730078,7.465929476190962e-4
t/nkt/b1,FACS,300,298,11.531326303956591,0.04037287613653854,0.03526081360438873,0.02817670780306357,11.361819349551336,0.04721917408527179,0.05614596155543423,0.03831098249400499,0.169506954424092,0.04867917312464719,5.40703189309305e-4,-0.02088514793493359,0.04656296545842681,0.6539594661569128,0.273148,0.3925543649273454,0.13865756505061436,0.6353286504976936,Immunology,nkt cells,-0.3626726777400315,0.00337841693773897,-0.36929425326275994,-0.356051102217303,-6.2396210707015385,8.324407829718439e-10,0.13955656495781063,0.00168067226890756,0.3190554718599745,0.006774152073229435,0.09456408275503074,5.907171427350372e-4
total cell count in spleen,FACS,296,289,18.6706415569806,0.02649047619787482,0.07985425173166984,0.02053036317980738,18.457525387232096,0.02475840496078689,0.0781255333243429,0.01870095450145964,0.21311616974841807,0.02868247063136434,4.77962407378289e-13,0.00172871841255034,0.02715288759397071,0.94926174870618,0.2117467,0.18295338594311228,0.2675408921083735,0.6454046009060843,Immunology,total cell count in spleen,0.14611758311650658,0.00345473638988997,0.1393464242162423,0.15288874201677086,2.485965073759843,0.01319906580945629,0.27421324151718374,0.00171821305841924,0.3870393627203247,0.006966619724420558,0.10265396511437129,4.75608838409822e-4
total number of acquired events in panel a,Immunophenotyping,748,748,12.985524435179377,0.20437689819362703,-0.00242246265374269,0.02471147578990754,12.973662094598476,0.2046814682854696,-0.02356747352913608,0.0274493337055516,0.01186234063375273,0.02676559061780471,0.6577068200587128,0.0211450108773855,0.02480018989753266,0.3940457819851568,0.22953189,0.36547524540015985,0.02901691810400724,0.8805794961385855,Immunology,number events,-0.4651565747571289,0.00134228187919463,-0.46778739889745113,-0.4625257506168067,-12.696303638643784,0,0.02902506612378702,6.697923643670462e-4,0.056355379764943286,0.002674858264982771,0.030968628705475232,8.060440671720232e-4
transitional b cells,Immunophenotyping,138,140,9.519713837980422,0.12160179492257188,0.05044707417189412,0.10425370336933304,9.81548177096862,0.11301266099014116,-0.04125111030462439,0.09172755546669632,-0.295767932988119,0.07128515499786192,4.734655518562053e-5,0.09169818447661056,0.06825359616044248,0.1804659906816936,0.36803829,0.2559488833542468,0.2601301816721843,0.8491764708379171,Immunology,B cells,0.36326330019196656,0.00735333874020005,0.34885102109505134,0.3776755792888818,4.23622713513461,3.100783371490223e-5,0.2662480319261555,0.00363636363636363,-0.4432215353834962,0.014742552892270958,-0.2993293024618409,0.006133240948113013
transitional b cells (cd21/35 low),Immunophenotyping,452,454,9.47704381384422,0.4676355174012614,0.04531777763424782,0.03505796959071754,9.52213619897025,0.46791414852394786,-0.00352607480117328,0.03457706727498689,-0.04509238490470602,0.03699372108526542,0.22327322105442665,0.04884385243027991,0.03656219213323763,0.18199971427015996,0.270361254946813,0.3576272976,0.03854750031673343,0.9592460976333091,Immunology,B cells,-0.27972739167690247,0.00222223319621331,-0.2840828887067299,-0.27537189464707507,-5.933899414493137,4.2109700171266695e-9,0.03856661005942131,0.00110741971207087,-0.07235221939921521,0.0044179215389000505,-0.059085144682963976,0.002936924253304546
tregs,FACS,300,298,8.522025030206379,0.04431228265278823,0.06812866001498041,0.02771219898540455,8.338576489999964,0.04812116196184736,0.05820853641888925,0.03451389663697191,0.18344854017813875,0.04552287287951247,6.444176690774957e-5,0.00992012356902544,0.04318553339012033,0.8184107736282575,0.2679443,0.34650874375365315,0.1358443793448282,0.7275501364147999,Immunology,tregs,-0.25714034329148233,0.00337841693773897,-0.2637619188142108,-0.25051876776875387,-4.423984497886706,1.152092049494513e-5,0.13668936539984217,0.00168067226890756,0.19158164951262444,0.006719726600241297,0.07161780548319377,9.29506182178719e-4
tregs effector,FACS,300,298,7.73576573380784,0.04649364854089521,0.08458921759915979,0.029855629740114,7.53062536598247,0.05624373768121461,0.0720079490907489,0.04477156246222906,0.20514036782536724,0.0550928521275204,2.1861341320882123e-4,0.01258126850842784,0.0527283672587422,0.8115086302233316,0.2850892,0.46117393919865607,0.13724178045273297,0.656269496756671,Immunology,tregs,-0.4809845801054034,0.00337841693773897,-0.48760615562813187,-0.47436300458267494,-8.27512438877317,8.881784197001252e-16,0.1381133148893936,0.00168067226890756,0.1522538315516904,0.006708420330000655,0.056685812698466925,9.261337714360936e-4
tregs resting,FACS,300,298,7.865433659158281,0.05554808112404513,0.06579558958289396,0.03668877321122096,7.677002068438023,0.06116681815071954,0.06894228274032599,0.04605488763939818,0.18843159072041876,0.06047064236285052,0.0019372034973168,-0.00314669315731303,0.05750430490323114,0.9563824218294976,0.3559238,0.4647009556951306,0.11020734490634831,0.6881667182542245,Immunology,tregs,-0.266688843247406,0.00337841693773897,-0.27331041877013446,-0.26006726772467753,-4.588262165258388,5.45193925582943e-6,0.110656805147863,0.00168067226890756,0.18088768969721047,0.006716396188747999,0.07770491841808795,0.0012266963957439903
area under glucose response curve,Intraperitoneal glucose tolerance test (IPGTT),11466,11410,9.262974048401068,0.05025203868831655,0.03684708194421921,0.02280139391960221,9.635390290021348,0.05024504783646189,0.07089594426249461,0.02275668230842222,-0.3724162416757528,0.00707751815819389,0,-0.03404886234731258,0.00663526742420218,2.901167817755305e-7,0.3247883634978836,0.30245802,0.498766211105752,0.7264593676365952,Metabolism,area under glucose response curve,0.07123107586034677,8.745133325656582e-5,0.07105967439676389,0.07140247732392965,7.617040879638406,2.7089441800853823e-14,0.5476624429805329,4.371966947929874e-5,-1.0663554859623625,1.997106566618784e-4,-0.4050669419825565,2.5652101977873843e-5
fasted blood glucose concentration,Intraperitoneal glucose tolerance test (IPGTT),11523,11489,4.513448056813623,0.04895515979102102,0.01254590092922408,0.00795478174142967,4.546495584708913,0.04896066270432603,0.0425178795287065,0.00798122253809443,-0.03304752786937613,0.00319654334918365,5.443554349973103e-25,-0.02997197861710737,0.0029532274887492,3.8283695644468584e-24,0.13524716373122114,0.13894645,0.16609596859186548,0.8431128595593793,Metabolism,fasted blood glucose concentration,-0.02698478863853359,8.693403321918472e-5,-0.027155176212674,-0.02681440106439318,-2.894170459257478,0.00380518784773054,0.16764917193240242,4.3461254291798863e-5,-0.2665195787169331,1.7536611658463625e-4,-0.06854388381632022,1.1498157728827421e-5
glucose,Clinical Chemistry,9104,9141,5.16942310700117,0.1485845967094417,-0.00746939395314743,0.01283100480604238,5.220591210042754,0.14856527847224393,0.01514472549970738,0.01297016778895219,-0.0511681030284313,0.00428523446751765,9.949526518241136e-33,-0.02261411945713647,0.00396751956111263,1.2200709901055861e-8,0.16909844858475284,0.162188673,0.04203447489474454,0.9717748207434832,Metabolism,glucose,0.04172099806481232,1.0965558586720765e-4,0.04150607706580895,0.04193591906381568,3.9841832878345858,6.7975621636851e-5,0.04205925803725782,5.48185505975222e-5,-0.2980557927506422,2.2167361349602804e-4,-0.09267749651937782,2.098195227774572e-5
initial response to glucose challenge,Intraperitoneal glucose tolerance test (IPGTT),11503,11460,5.398077786307059,0.0269270307458677,-0.01726141376143672,0.01262050111929382,5.551851363543015,0.02695317516481966,-0.02443727105473413,0.01264847359446046,-0.15377357766670105,0.00556072400781917,2.9949092650876455e-165,0.00717585732055775,0.00521092229133753,0.16850274228552284,0.24674784525325277,0.24879646,0.2160436528995124,0.5475238513916326,Metabolism,initial response to glucose challenge,-0.00826834988317646,8.711970278280603e-5,-0.00843910136297459,-0.00809759840337833,-0.8858509461722214,0.3757071296528054,0.21950231078317223,4.3554006968641115e-5,-0.3941682608300469,1.7757689914906242e-4,-0.11214085146513648,1.4154749114496096e-5
insulin,Insulin Blood Level,1186,1206,6.586222996577896,0.22512359660917228,0.2500342117443322,0.04123604692824624,6.777043136121244,0.22456678699410731,0.4210472380698282,0.03774187701674733,-0.1908201395542976,0.04120819779489234,3.886613570743682e-6,-0.17101302632197424,0.03958004606443827,1.6338726893141675e-5,0.7108824649418835,0.6062049,0.42263715644346433,0.7388923789621031,Metabolism,insulin,0.15929608557225558,8.382818664806003e-4,0.1576530833050606,0.16093908783945057,5.5018667507568155,4.15835414990795e-8,0.450898333395794,4.185851820845542e-4,-0.5358016434618663,0.0017323667889002014,-0.6517498395911699,0.0020876109107294868
respiratory exchange ratio,Indirect Calorimetry,2859,6426,-0.10150811467712496,0.00929622233153657,-0.01182793027810536,0.00202141076263184,-0.08608232227071462,0.00915186937412463,-0.00900390262991648,0.0016030188314467,-0.0154257924065666,0.00188333795176198,3.0313714031220063e-16,-0.00282402765290051,0.00160274808478256,0.0781117628589923,0.03537515632335242,0.033632242,0.11818627748958138,0.7969723950318076,Metabolism,respiratory exchange ratio,0.05062180957596935,2.529152716668171e-4,0.05012610475236222,0.05111751439957648,3.183098946363364,0.00146188506672051,0.1187412109098148,1.0773540185304892e-4,0.0017040754252923647,5.053906068299939e-4,8.98591376190734e-5,1.364712434549335e-6
total food intake,Indirect Calorimetry,2489,3941,1.2202325716882965,0.12021348096314946,-0.01028176650925296,0.01599692400305582,1.2380037418161027,0.11973034727134298,-0.00553053511453055,0.01326161111074598,-0.01777117013044267,0.01386675084803378,0.2000489373638854,-0.0047512313863245,0.01321904052921855,0.7192923161437018,0.2565223836508877,0.26446272,0.01049814994815528,0.8738865153251352,Metabolism,total food intake,-0.03041021138294315,3.280943113839737e-4,-0.03105326441678821,-0.02976715834909809,-1.6788816746110955,0.0932237102964062,0.01049853564472816,1.5559358954411078e-4,0.17170643863951857,6.578031037334165e-4,0.07413818255882407,1.1504149165324494e-4
total water intake,Indirect Calorimetry,1083,2502,1.8704910113976032,0.49284073365134656,0.02092504776206487,0.01967720057885851,1.7900942728747449,0.4925616078680192,6.942217195115162e-4,0.01429394286651882,0.0803967385197914,0.01825045255063824,1.0930419507553956e-5,0.02023082603849942,0.014874459208193,0.17389653685811435,0.22982514448294597,0.13424728,0.01738029277338321,0.993433622009646,Metabolism,total water intake,0.5378981888695366,6.630429949757681e-4,0.5365986484791825,0.5391977292598906,20.889557305004473,0,0.01738204313883394,2.7917364600781687e-4,-1.0615655538153956,0.0014802130368282557,-2.439518393525248,4.792360019402509e-4
body length,Body Composition (DEXA lean/fat),8439,8475,2.267468744906124,0.0135818761848262,0.02902648634832159,0.00214092091984279,2.2589449596197912,0.0135793442821524,0.02844849643746365,0.0021478299281331,0.00852378529801391,6.05965002397369e-4,1.1974729945854986e-44,5.779899090688123e-4,5.507194874066975e-4,0.29395730502274275,0.022203144,0.0227659991582969,0.3682457233986988,0.9481084421498188,Morphology,body length,-0.02503400560396992,1.1828773756610344e-4,-0.02526584530941221,-0.02480216589852763,-2.301762352302688,0.02136067043619505,0.38639209436120425,5.913310862752055e-5,-0.3822984187597428,2.4081199959592365e-4,-0.028835234731683722,1.3457982926693666e-6
bone area,Body Composition (DEXA lean/fat),10900,10938,2.163306479551239,0.03235931272091303,0.0824691912616782,0.01535669961511805,2.123126568709428,0.03235115173099907,0.08475348748709752,0.01537603022237882,0.040179911115395,0.00190396947546269,1.0204098438600084e-97,-0.0022842962184459,0.00175544024271,0.19318314634302797,0.07973765,0.08284929044888012,0.4266618490932702,0.8731530200243297,Morphology,bone area,-0.03828114935947135,9.16089253914706e-5,-0.03846069955390105,-0.03810159916504165,-3.999595529356162,6.365973444633077e-5,0.4558084696249332,4.579803068468056e-5,-0.2953575341699486,1.8516485704416752e-4,-0.03774799156777857,3.004503652997518e-6
bone mineral content (excluding skull),Body Composition (DEXA lean/fat),10900,10938,-0.759384840803691,0.05964454408232553,0.11945749926025775,0.02163259684992716,-0.8383746697106932,0.05963857053708076,0.1272176788743096,0.02165127716343672,0.07898982900466542,0.00215758685196789,1.8140642466713184e-283,-0.00776017962635889,0.00200346743698603,1.077040249286242e-4,0.09047201,0.09654746744035532,0.416930258810516,0.9205881602260088,Morphology,bone mineral content (excluding skull),-0.06499409742837872,9.16089253914706e-5,-0.06517364762280842,-0.06481454723394903,-6.790551116113933,1.1457501614131615e-11,0.44397060855364767,4.579803068468056e-5,-0.2579553693560313,1.8469102472409824e-4,-0.04542129563113455,5.680036367970657e-6
bone mineral density (excluding skull),Body Composition (DEXA lean/fat),10901,10938,-2.933835566166734,0.06809303897169464,0.03750736319565274,0.00627621963023875,-2.973191074857412,0.06809236702581752,0.04135179154505758,0.00629662829446905,0.03935550878992273,0.00113742230088773,2.4203366302222164e-254,-0.00384442829380033,0.00103975525479161,2.1841038431981704e-4,0.0438206,0.0513933808959599,0.1408503753041855,0.9737452243580076,Morphology,bone mineral density (excluding skull),-0.1594052061331563,9.160471506037234e-5,-0.1595847480754887,-0.15922566419082393,-16.654959737928852,0,0.14179305749987434,4.579593332112108e-5,-0.051124139195285835,1.832189349475258e-4,-0.007974143670751698,4.452573810976374e-6
fat mass,Body Composition (DEXA lean/fat),11011,11011,1.5042419230270616,0.1058972251902926,0.3828756777211765,0.02958796520570014,1.3935671086969244,0.10590598663365784,0.31104473421124307,0.02967703092084149,0.11067481498476923,0.00453400887947394,1.3511555716467415e-129,0.0718309439483829,0.00415131266650156,1.44896662442664e-66,0.17131274,0.21348567357977108,0.5803954098259879,0.9325691129135402,Morphology,fat mass,-0.2200789527357508,9.084302325581397e-5,-0.22025700178957897,-0.2199009036819227,-23.090467248919225,0,0.6630587691141814,4.541532313002407e-5,-0.7109039989070469,1.9311108200122673e-4,-0.2976666544175044,3.097861271825184e-5
fat/body weight,Body Composition (DEXA lean/fat),11000,11008,-1.748865569133715,0.10598453408166496,0.23623429606741148,0.02951015013279437,-1.860393395976928,0.10599309905929008,0.16415017866855003,0.02959947806783426,0.11152782649712994,0.00453611825007481,2.0278126773695905e-131,0.07208411745114728,0.00415384674665848,6.121952260799651e-67,0.17130126,0.21362351620002712,0.3560661793823909,0.9107432970664672,Morphology,fat mass,-0.2207914017239868,9.090083921528804e-5,-0.22096956409501323,-0.22061323935296037,-23.157848599768176,0,0.37237365717797755,4.544421722335833e-5,-0.260130640658892,1.8328946308824196e-4,-0.09128268043646288,2.236923579127328e-5
lean mass,Body Composition (DEXA lean/fat),11012,11012,2.8897428826170866,0.02191963064130112,0.10690803677113474,0.00309116519675413,2.9274280364828327,0.02192079319427582,0.11739860613356697,0.00314543017988154,-0.03768520037698592,0.00119038958240511,2.2513927831511007e-214,-0.01049056947010981,0.00108391688978604,4.192170772880298e-22,0.0426001732,0.0569964138354968,0.7141805446255507,0.9591300948455438,Morphology,lean mass,-0.29113003169382595,9.083477155054956e-5,-0.29130806457460895,-0.29095199881304296,-30.546463938608596,0,0.8956650461485177,4.5411198401525815e-5,-1.5023545996434424,2.3286118196217328e-4,-0.19767548387712527,3.0333433492140514e-6
lean/body weight,Body Composition (DEXA lean/fat),11001,11009,-0.37759103950012646,0.02684704453528855,-0.03961283222002038,0.00323747542140605,-0.34072884747224325,0.02684450449619263,-0.02934220925053911,0.0032903825492051,-0.03686219209668801,0.0011875679430589,2.2907434212300175e-206,-0.01027062296325249,0.00108211655222187,2.5469714700703487e-21,0.042442048,0.05699916017257963,0.20220488100462852,0.9153020719981174,Morphology,lean mass,-0.2948969319223717,9.089257700266782e-5,-0.29507507809975897,-0.29471878574498445,-30.93186070963132,0,0.2050303646425745,4.544008724496751e-5,0.0945590512058853,1.8193872037835777e-4,0.010022140791592745,2.0425386301121384e-6
left kidney,Organ Weight,1066,1118,-1.885988441628789,0.00586483327383784,0.08930026410826485,0.0049537136864114,-1.7669034313152836,0.00531788585491337,0.09760538060170836,0.00455511696188312,-0.1190850103163308,0.00681192787279061,8.070007220373677e-64,-0.00830511649519594,0.00657746140325142,0.20685667202025135,0.09924886761205358,0.08697142,0.8225738443178323,0.8478376042806308,Morphology,kidney weight,0.13207288750714305,9.187973794447562e-4,0.13027207773434157,0.13387369727994455,4.357162919165241,1.3786635971957397e-5,1.1647252415893323,4.585052728106373e-4,-2.3024674887406884,0.003046221212569518,-0.2658761439875014,2.3768858336807405e-5
number of caudal vertebrae,X-ray,2789,2739,3.236693633410515,0.04066794775370727,0.00101353845040226,7.591192554223327e-4,3.2341858834886774,0.04066608950422969,0.00139210730734072,7.901976716874528e-4,0.00250774992830393,8.162532889045653e-4,0.00213640198987316,-3.785688632107473e-4,7.801804113825265e-4,0.6275338153561529,0.01925810497213839,0.0177858325,0.00974588377606379,0.9802188278061058,Morphology,number of caudal vertebrae,0.07952651645676935,3.622173104452925e-4,0.07881658357371961,0.08023644933981909,4.178566887954845,2.9787749676213338e-5,0.00974619235564136,1.8099547511312217e-4,-0.02320117487792376,7.236968907711895e-4,-0.0012971466934276008,2.2603875121455287e-6
number of center entries,Open Field,6567,6540,4.508400168539138,0.23539128860619316,-0.00449651938614738,0.02172762791448385,4.484165151556167,0.23536185318342015,0.00531319446224529,0.0214710095132245,0.02423501289564083,0.01145522788870335,0.03439762025953873,-0.00980971652286715,0.01064160354139766,0.35663803767228575,0.34404177,0.3306239406334579,0.01522496265435626,0.9171447572011046,Morphology,number of center entries,0.03978116132615469,1.5266075068678112e-4,0.03948195175295575,0.04008037089935363,3.2196877887870725,0.00128642996801131,0.015226139197509,7.631257631257631e-5,0.04000497405318507,3.0524278423120824e-4,0.03656930468089957,2.5433293546697154e-4
number of digits,X-ray,5769,5715,2.9958364104793813,6.904203400850086e-5,-5.06485092606286e-6,4.888561829302109e-5,2.995797748609368,6.35830574844651e-5,-4.9679306567379865e-6,4.534470302474673e-5,3.866187099444988e-5,5.193267581428312e-5,0.4566154117546074,-9.692061682630276e-8,5.1527827529132055e-5,0.998499268614376,0.002048066,0.00171952293316721,0.01381230353113009,0.0913693059635842,Morphology,number of digits,0.1748482255186217,1.7425024119949748e-4,0.17450670132157323,0.17518974971567014,13.245688429600396,0,0.0138131820008629,8.710042679209128e-5,0.00437746204926445,3.483192289768075e-4,8.421077744720322e-6,1.2867896155396455e-9
number of lumbar vertebrae,X-ray,4714,4664,1.7916792200085467,2.1595288319803963e-4,2.931241573871542e-5,1.7309910836092905e-4,1.7911859678955102,2.99039463088658e-4,-1.462214445790774e-4,2.865633290886598e-4,4.93252087038219e-4,3.068903925896978e-4,0.10803693829018318,1.7553384228489265e-4,3.0169343850740656e-4,0.560698482036011,0.007020693,0.01350179685496779,0.02622558674586191,0.05977091287851491,Morphology,number of lumbar vertebrae,-0.6539619843798695,2.1340769600251315e-4,-0.6543802557780581,-0.6535437129816809,-44.76591486460057,0,0.02623160171850627,1.0666666666666668e-4,0.06182767926942452,4.267461120909743e-4,6.104805331421211e-4,4.185069941437544e-8
number of rears - total,Open Field,5470,5426,4.781366865258633,0.10923492188065252,0.06440571679150124,0.02026129077037298,4.819652099011161,0.10927449308118826,0.07950432111287054,0.01824602757281572,-0.03828523378655454,0.01565968852590091,0.01451039872003871,-0.01509860430635017,0.01421051754066715,0.28803832706574084,0.4849618119598,0.44824442,0.13932263780415882,0.6652237835463353,Morphology,number of rears - total,0.07873074356155142,1.8365772729684397e-4,0.07837078103056713,0.07909070609253571,5.8095132989099785,6.440901589854775e-9,0.1402347388703519,9.180207472688883e-5,-0.247742855819369,3.6992965215967144e-4,-0.14148098976241785,1.1607980780361593e-4
number of ribs left,X-ray,5854,5791,2.565072089956697,9.500750755914026e-5,8.092197206552762e-5,7.137126441795501e-5,2.564860296261666,9.054558670294356e-5,5.858847848795481e-5,6.961707889821833e-5,2.1179369501966448e-4,9.91231416339515e-5,0.03264916715051245,2.233349359974708e-5,9.622035949457976e-5,0.8164591208618797,0.003554828,0.00360555700560667,0.02053745646980282,0.2218438580860344,Morphology,number of ribs,-0.01417051860792069,1.7184110312804844e-4,-0.0145073209811153,-0.01383371623472608,-1.0809913498497394,0.27972335124246106,0.02054034467895723,8.589589417625838e-5,0.031968801870974284,3.43548997854649e-4,1.1839984764118618e-4,4.709541657740123e-9
number of ribs right,X-ray,5854,5791,2.564873581968067,7.077590557128257e-5,-5.745614294345591e-5,5.873511706911726e-5,2.564895690860018,7.646172919154673e-5,-4.345168097893375e-5,6.684238258169131e-5,-2.210889308861453e-5,8.623196202704675e-5,0.7976561268677369,-1.4004462390921716e-5,8.336010300648348e-5,0.8665870527796994,0.002811417,0.00335646983605608,0.01183630855339532,0.24658295538018127,Morphology,number of ribs,-0.17720208107192453,1.7184110312804844e-4,-0.17753888344511914,-0.17686527869872992,-13.517777444436824,0,0.01183686134837174,8.589589417625838e-5,0.02156544092230278,3.4352508475671463e-4,6.69936307990289e-5,3.320451674021157e-9
number of signals,Electrocardiogram (ECG),6006,5936,3.151632117173124,0.24229318318484536,7.387490755187772e-4,0.00804613730130891,3.1517772937292716,0.24231642576117793,0.00939614056913099,0.00738289217271116,-1.451764613391956e-4,0.00962445004425298,0.9879653589707308,-0.00865739154729743,0.00846329690279183,0.3063636616370122,0.3003116976,0.3027686795766309,0.00830343712207768,0.8873001881822994,Morphology,number of signals,-0.00814913563729748,1.6756608492764685e-4,-0.00847755912878605,-0.00782071214580891,-0.6295329773371341,0.5290122313541306,0.00830362796252055,8.375910880308233e-5,-0.010288417656477455,3.349682102616073e-4,-0.005343690098867265,9.035877395836156e-5
number of thoracic vertebrae,X-ray,4714,4664,2.5649681071604027,2.1736393831931815e-5,4.491679730759234e-6,2.2077088150798217e-5,2.564971400011752,2.1568334466843105e-5,-8.986296748891392e-6,2.1232391591158733e-5,-3.2928510146295325e-6,3.060621677456475e-5,0.9143254711867234,1.3477976529236436e-5,3.061987120476545e-5,0.659825137105049,0.001079342,0.00108509278993519,0.0048632368987349,0.00497051499477653,Morphology,number of thoracic vertebrae,-0.00531504634901653,2.1340769600251315e-4,-0.00573331774720513,-0.00489677495082793,-0.3638329414317627,0.7159909659252828,0.00486327523953616,1.0666666666666668e-4,-1.5571385617622871e-4,4.265423033003453e-4,-1.749328643959522e-7,5.382767375597821e-10
right kidney,Organ Weight,1067,1120,-1.832068202340268,0.0057359444936555,0.09135123594540576,0.00500044795270397,-1.721081000880052,0.00524102793311832,0.10151801747032854,0.00468490462568567,-0.11098720144272964,0.00692678883474781,1.7727014941970466e-54,-0.01016678151541968,0.00671069601781901,0.12992633774324014,0.10031777649125706,0.09036697,0.8199337909144016,0.8391281031591316,Morphology,kidney weight,0.10448638518921977,9.175523858886248e-4,0.10268801555894926,0.10628475481949023,3.4494056482371804,5.724773832704866e-4,1.1566153946396776,4.578754578754579e-4,-2.1464563142874415,0.0028833963893497095,-0.2641166765361379,2.780090402522693e-5
spleen weight,Immunophenotyping,3267,3274,-1.772001201567427,0.639315800277458,0.09719447245301172,0.01516052642167243,-2.0341132563971995,0.6393336867861442,0.12090996368045669,0.01611842756519985,0.2621120548279492,0.00760976722768981,3.777434894412086e-235,-0.02371549123026665,0.00742328697202806,0.00140762735006578,0.1253791,0.23271260540274272,0.04414727787896799,0.9954061530735242,Morphology,spleen weight,-0.6184619635659149,3.060447275822588e-4,-0.6190618002096345,-0.6178621269221952,-35.352533618445186,0,0.04417599221679295,1.5295197308045274e-4,-0.032162629047309585,6.116070629013574e-4,-0.11209475578380451,0.007341541008934605
tibia length,X-ray,5527,5485,2.9019938889321395,0.00625427508271854,0.01482032070643272,8.767426493233416e-4,2.89356911150926,0.00625313872978275,0.00998888901936759,8.683003706438845e-4,0.00842477742782111,5.919937908088152e-4,1.797447016715097e-45,0.00483143168669589,5.592465143532453e-4,6.6176513340318334e-18,0.016667678,0.01684731800377663,0.248819819921677,0.9040185868574072,Morphology,tibia length,-0.01072077376351006,1.8172170867411245e-4,-0.0110769417677204,-0.01036460575929972,-0.7952848796398695,0.42646495105981064,0.2541543485251226,9.083477155054956e-5,-0.22795068134371982,3.6560469891353106e-4,-0.009357414883132959,6.120625348671566e-7
alanine aminotransferase,Clinical Chemistry,8396,8423,3.487410717786425,0.07470836936282202,-0.03047154477250674,0.01703340685158801,3.640947145289649,0.07460654842997193,-0.00464346574499555,0.01745505203700234,-0.15353642780527438,0.00949399880806528,2.4671078145849523e-58,-0.02582807810284785,0.00870377763480497,0.00300747502027862,0.35245606901884735,0.36903914,0.12965044734628367,0.7128524008973219,Physiology,alanine aminotransferase,-0.04597653025603283,1.1895587687171726e-4,-0.04620967949045077,-0.04574338102161488,-4.2154431973580655,2.505900202054434e-5,0.13038430480274218,5.9467174119885826e-5,-0.12967100981024732,2.3832674913622917e-4,-0.12656705374261698,2.1849555228824257e-4
albumin,Clinical Chemistry,8422,8460,3.431573247025541,0.02597162826685674,0.00866939263921202,0.00402634566756158,3.359310543081878,0.02596919969571104,0.00145786799779767,0.00410602526260433,0.07226270403051992,0.00134898022337875,0,0.00721152467223944,0.00123180744890117,4.885864357607044e-9,0.04321260302696614,0.057182003,0.26134732722781906,0.9186961958281288,Physiology,albumin,-0.28010675971693855,1.1851209649935238e-4,-0.2803390391578096,-0.2798744802760675,-25.730145918950733,0,0.2675539608753682,5.9245215948812136e-5,0.4877714953677455,2.439865408410838e-4,0.06258186606708739,3.894249216488033e-6
albumin to creatinine ratio,Urinalysis,363,362,2.454814172135121,0.05708217143269237,-0.12526063714641805,0.04603138674121299,2.950446827805576,0.05234609923417752,-0.02291109586750261,0.04399072311209095,-0.495632655658953,0.04544364307900822,1.2985447767545044e-25,-0.1023495412711885,0.04333871186179608,0.01847962091349224,0.39356858,0.3020302434235266,0.43754297664046127,0.6563707362487743,Physiology,albumin to creatinine ratio,0.26472430983735723,0.00278164654905602,0.2592723827834873,0.27017623689122716,5.019296510971614,6.536146006652643e-7,0.4691879703873108,0.00138504155124653,-0.8447282002624252,0.006009366174016394,-0.3678148567615316,0.0010446844306605013
alkaline phosphatase,Clinical Chemistry,8343,8388,4.968736224166014,0.1355735673137176,-0.06645089680049505,0.00777971040375826,4.612999126482931,0.135567866916807,-0.05562496869445724,0.00791684483163544,0.35573709768484585,0.00313271371128623,0,-0.01082592808427543,0.00285622507549011,1.5105982738804782e-4,0.11076963098024638,0.121769854,0.37056174871929937,0.9813576267605424,Physiology,alkaline phosphatase,-0.09467985067223382,1.1958233055773627e-4,-0.09491422773331434,-0.0944454736111533,-8.658129109453274,0,0.3890741066798517,5.9780009564801534e-5,0.896081312910259,2.6307511780911813e-4,0.43451531997683746,5.313329346207575e-5
alpha-amylase,Clinical Chemistry,5517,5586,6.403685335764583,0.07243310791918406,0.05215896244854068,0.0063120054729283,6.532065617783639,0.0724323480997883,0.06667649566295947,0.00641110292703357,-0.12838028202910312,0.00343541139381506,2.7931557140336483e-286,-0.01451753329582434,0.00330974316782912,1.1647068175020585e-5,0.103753321,0.10518837593362004,0.4794180847963891,0.9019706150249568,Physiology,alpha-amylase,-0.01373551034600668,1.8023585901316705e-4,-0.01408876613839512,-0.01338225455361823,-1.023114406430323,0.30627605068080954,0.5222284249533482,9.009009009009008e-5,-1.254492561871523,4.31147463003069e-4,-0.21807004560841284,1.0721389372588655e-5
